,_school,elo,_year,strength_of_schedule,last_played,result,elo_change,season_record,conf_record,conference,division,flair,played
24,Utah State,1685.79,2014,1550.23,UTEP,(6 - **21**) W,17.5,(10 - 4),(6 - 4),Mountain West,Mountain,,True
25,Kansas State,1683.11,2014,1632.22,UCLA,(40 - **35**) L,-16.0,(9 - 4),(7 - 4),Big 12,,kansasstate,True
26,Nebraska,1676.5,2014,1626.3,USC,(45 - **42**) L,-12.46,(9 - 4),(5 - 4),Big Ten,West,nebraska,True
27,UCF,1672.77,2014,1553.83,NC State,(**27** - 34) L,-26.82,(9 - 4),(7 - 4),American Athletic,,ucf,True
28,Arizona,1671.71,2014,1612.2,Boise State,(**30** - 38) L,-20.21,(10 - 4),(7 - 4),Pac-12,South,arizona,True
29,LSU,1671.02,2014,1641.7,Notre Dame,(**28** - 31) L,-16.42,(8 - 5),(4 - 5),SEC,West,lsu,True
30,South Carolina,1666.39,2014,1638.37,Miami,(**24** - 21) W,10.46,(7 - 6),(3 - 6),SEC,East,southcarolina,True
31,Arkansas,1663.59,2014,1690.69,Texas,(7 - **31**) W,30.14,(7 - 6),(2 - 6),SEC,West,arkansas,True
32,Oklahoma,1660.99,2014,1563.71,Clemson,(40 - **6**) L,-25.77,(8 - 5),(5 - 5),Big 12,,oklahoma,True
33,BYU,1659.29,2014,1573.68,Memphis,(55 - **48**) L,-20.1,(8 - 5),(0 - 5),FBS Independents,,byu,True
34,Memphis,1656.43,2014,1553.87,BYU,(**55** - 48) W,20.1,(10 - 3),(7 - 3),American Athletic,,memphis,True
35,Utah,1655.55,2014,1648.87,Colorado State,(10 - **45**) W,41.34,(9 - 4),(5 - 4),Pac-12,South,utah,True
36,Duke,1654.02,2014,1582.61,Arizona State,(**31** - 36) L,-17.2,(9 - 4),(5 - 4),ACC,Coastal,duke,True
37,Texas A&M,1653.99,2014,1646.93,West Virginia,(37 - **45**) W,20.94,(8 - 5),(3 - 5),SEC,West,texasam,True
38,Louisiana Tech,1649.75,2014,1579.02,Illinois,(**35** - 18) W,16.15,(9 - 5),(7 - 5),Conference USA,West,louisianatech,True
39,Florida,1646.88,2014,1658.42,East Carolina,(**28** - 20) W,20.29,(7 - 5),(4 - 5),SEC,East,florida,True
40,Toledo,1641.27,2014,1553.25,Arkansas State,(44 - **63**) W,28.53,(9 - 4),(7 - 4),Mid-American,West,toledo,True
41,Cincinnati,1639.7,2014,1519.25,Virginia Tech,(33 - **17**) L,-30.0,(9 - 4),(7 - 4),American Athletic,,cincinnati,True
42,Louisiana,1631.69,2014,1540.53,Nevada,(**16** - 3) W,19.41,(9 - 4),(7 - 4),Sun Belt,,louisiana,True
43,Notre Dame,1630.98,2014,1618.4,LSU,(28 - **31**) W,16.42,(8 - 5),(0 - 5),FBS Independents,,notredame,True
44,East Carolina,1630.26,2014,1565.66,Florida,(28 - **20**) L,-20.29,(8 - 5),(5 - 5),American Athletic,,eastcarolina,True
45,Colorado State,1630.11,2014,1543.91,Utah,(**10** - 45) L,-41.34,(10 - 3),(6 - 3),Mountain West,Mountain,,True
46,Georgia Southern,1629.04,2014,1503.66,Louisiana Monroe,(**22** - 16) W,9.52,(9 - 3),(8 - 3),Sun Belt,,georgiasouthern,True
47,Navy,1621.78,2014,1588.86,Army,(10 - **17**) W,11.74,(8 - 5),(0 - 5),FBS Independents,,navy,True
48,Minnesota,1619.91,2014,1643.54,Missouri,(**17** - 33) L,-23.43,(8 - 5),(5 - 5),Big Ten,West,minnesota,True
49,Tennessee,1618.98,2014,1648.3,Iowa,(**45** - 28) W,26.45,(7 - 6),(3 - 6),SEC,East,tennessee,True
50,Washington,1618.65,2014,1591.9,Oklahoma State,(30 - **22**) L,-22.34,(8 - 6),(4 - 6),Pac-12,North,washington,True
51,Virginia Tech,1614.44,2014,1620.83,Cincinnati,(**33** - 17) W,30.0,(7 - 6),(3 - 6),ACC,Coastal,virginiatech,True
52,Houston,1612.58,2014,1551.82,Pittsburgh,(34 - **35**) W,6.77,(8 - 5),(5 - 5),American Athletic,,houston,True
53,Air Force,1605.77,2014,1561.53,Western Michigan,(**38** - 24) W,22.99,(10 - 3),(5 - 3),Mountain West,Mountain,airforce,True
54,Rice,1601.5,2014,1527.44,Fresno State,(**30** - 6) W,26.81,(8 - 5),(5 - 5),Conference USA,West,rice,True
55,Oklahoma State,1597.77,2014,1641.82,Washington,(**30** - 22) W,22.34,(7 - 6),(4 - 6),Big 12,,oklahomastate,True
56,Miami,1596.45,2014,1652.52,South Carolina,(24 - **21**) L,-10.46,(6 - 7),(3 - 7),ACC,Coastal,miami,True
57,Appalachian State,1593.08,2014,1562.03,Idaho,(**45** - 28) W,8.12,(7 - 5),(6 - 5),Sun Belt,,appalachianstate,True
58,Western Kentucky,1592.49,2014,1522.8,Central Michigan,(**49** - 48) W,5.24,(8 - 5),(4 - 5),Conference USA,East,wku,True
59,NC State,1592.13,2014,1624.24,UCF,(27 - **34**) W,26.82,(8 - 5),(3 - 5),ACC,Atlantic,ncstate,True
60,Boston College,1590.32,2014,1622.89,Penn State,(31 - **30**) L,-6.81,(7 - 6),(4 - 6),ACC,Atlantic,bostoncollege,True
61,San Diego State,1588.98,2014,1559.5,Navy,(**16** - 17) L,-6.74,(7 - 6),(5 - 6),Mountain West,West,,True
62,Rutgers,1587.53,2014,1622.2,North Carolina,(21 - **40**) W,31.67,(8 - 5),(3 - 5),Big Ten,East,rutgers,True
63,Iowa,1586.37,2014,1616.58,Tennessee,(45 - **28**) L,-26.45,(7 - 6),(4 - 6),Big Ten,West,iowa,True
64,West Virginia,1577.74,2014,1639.96,Texas A&M,(**37** - 45) L,-20.94,(7 - 6),(5 - 6),Big 12,,westvirginia,True
65,Pittsburgh,1574.62,2014,1599.88,Houston,(**34** - 35) L,-6.77,(6 - 7),(4 - 7),ACC,Coastal,pittsburgh,True
66,Texas,1561.91,2014,1611.77,Arkansas,(**7** - 31) L,-30.14,(6 - 7),(5 - 7),Big 12,,texas,True
67,Bowling Green,1560.81,2014,1556.2,South Alabama,(**33** - 28) W,13.4,(8 - 6),(5 - 6),Mid-American,East,bowlinggreen,True
68,Maryland,1557.22,2014,1632.02,Stanford,(45 - **21**) L,-18.13,(7 - 6),(4 - 6),Big Ten,East,maryland,True
69,Penn State,1554.14,2014,1557.68,Boston College,(**31** - 30) W,6.81,(7 - 6),(2 - 6),Big Ten,East,pennstate,True
70,Western Michigan,1551.47,2014,1547.29,Air Force,(38 - **24**) L,-22.99,(8 - 5),(6 - 5),Mid-American,West,westernmichigan,True
71,Ball State,1550.96,2014,1579.66,Bowling Green,(24 - **41**) W,35.32,(5 - 7),(4 - 7),Mid-American,West,,True
72,Arkansas State,1549.59,2014,1538.75,Toledo,(**44** - 63) L,-28.53,(7 - 6),(5 - 6),Sun Belt,,arkansasstate,True
73,Texas State,1539.82,2014,1515.68,Georgia State,(31 - **54**) W,15.81,(7 - 5),(5 - 5),Sun Belt,,texasstate,True
74,Nevada,1535.64,2014,1576.44,Louisiana,(16 - **3**) L,-19.41,(7 - 6),(4 - 6),Mountain West,West,nevada,True
75,North Carolina,1535.58,2014,1641.42,Rutgers,(**21** - 40) L,-31.67,(6 - 7),(4 - 7),ACC,Coastal,northcarolina,True
76,Central Michigan,1533.6,2014,1546.15,Western Kentucky,(49 - **48**) L,-5.24,(7 - 6),(5 - 6),Mid-American,West,centralmichigan,True
77,Fresno State,1532.71,2014,1568.26,Rice,(30 - **6**) L,-26.81,(6 - 8),(5 - 8),Mountain West,West,fresnostate,True
78,Buffalo,1531.26,2014,1574.17,UMass,(21 - **41**) W,23.25,(5 - 6),(3 - 6),Mid-American,East,buffalo,True
79,Temple,1530.3,2014,1590.0,Tulane,(3 - **10**) W,17.13,(6 - 6),(4 - 6),American Athletic,,temple,True
80,Northwestern,1521.95,2014,1612.88,Illinois,(**33** - 47) L,-33.04,(5 - 7),(3 - 7),Big Ten,West,northwestern,True
81,Michigan,1515.32,2014,1582.38,Ohio State,(42 - **28**) L,-8.64,(5 - 7),(3 - 7),Big Ten,East,michigan,True
82,Virginia,1514.26,2014,1664.54,Virginia Tech,(24 - **20**) L,-12.27,(5 - 7),(3 - 7),ACC,Coastal,virginia,True
83,Middle Tennessee,1503.54,2014,1557.78,UTEP,(24 - **21**) L,-13.1,(6 - 6),(5 - 6),Conference USA,East,middletennessee,True
84,Oregon State,1499.66,2014,1620.42,Oregon,(**19** - 47) L,-12.11,(5 - 7),(2 - 7),Pac-12,North,oregonstate,True
85,Ohio,1493.41,2014,1547.02,Miami (OH),(21 - **24**) W,8.88,(6 - 6),(4 - 6),Mid-American,East,,True
86,South Alabama,1482.11,2014,1516.4,Bowling Green,(33 - **28**) L,-13.4,(6 - 7),(5 - 7),Sun Belt,,southalabama,True
87,Illinois,1479.6,2014,1635.39,Louisiana Tech,(35 - **18**) L,-16.15,(6 - 7),(3 - 7),Big Ten,West,illinois,True
88,UTEP,1478.73,2014,1519.04,Utah State,(**6** - 21) L,-17.5,(7 - 6),(5 - 6),Conference USA,West,utep,True
89,UAB,1476.37,2014,1577.61,Southern Mississippi,(24 - **45**) W,24.58,(6 - 6),(4 - 6),Conference USA,East,uab,True
90,Kentucky,1475.64,2014,1650.53,Louisville,(44 - **40**) L,-5.36,(5 - 7),(2 - 7),SEC,East,kentucky,True
91,Old Dominion,1468.22,2014,1539.6,Florida Atlantic,(28 - **31**) W,13.41,(6 - 6),(4 - 6),Conference USA,East,olddominion,True
92,Texas Tech,1466.98,2014,1611.93,Baylor,(**46** - 48) L,-3.87,(4 - 8),(2 - 8),Big 12,,texastech,True
93,Indiana,1460.14,2014,1636.51,Purdue,(**23** - 16) W,16.02,(4 - 8),(1 - 8),Big Ten,East,indiana,True
94,California,1458.27,2014,1642.3,BYU,(**35** - 42) L,-12.0,(5 - 7),(3 - 7),Pac-12,North,california,True
95,Akron,1453.25,2014,1535.82,Kent State,(27 - **24**) L,-15.46,(5 - 7),(3 - 7),Mid-American,East,akron,True
96,North Texas,1447.21,2014,1512.58,UT San Antonio,(34 - **27**) L,-20.75,(4 - 8),(2 - 8),Conference USA,West,northtexas,True
97,Syracuse,1446.79,2014,1649.39,Boston College,(28 - **7**) L,-18.92,(3 - 9),(1 - 9),ACC,Atlantic,syracuse,True
98,Washington State,1445.77,2014,1641.49,Washington,(**13** - 31) L,-19.65,(3 - 9),(2 - 9),Pac-12,North,,True
99,Louisiana Monroe,1437.18,2014,1527.88,Georgia Southern,(22 - **16**) L,-9.52,(4 - 8),(3 - 8),Sun Belt,,ulm,True
100,Florida International,1433.92,2014,1625.27,North Texas,(17 - **14**) L,-11.69,(4 - 8),(3 - 8),Conference USA,East,fiu,True
101,UT San Antonio,1431.59,2014,1507.56,North Texas,(**34** - 27) W,20.75,(4 - 8),(3 - 8),Conference USA,West,utsa,True
102,Vanderbilt,1425.32,2014,1605.84,Tennessee,(**17** - 24) L,-14.74,(3 - 9),(0 - 9),SEC,East,vanderbilt,True
103,San José State,1419.17,2014,1582.13,San Diego State,(38 - **7**) L,-19.37,(3 - 9),(2 - 9),Mountain West,West,,True
104,Wyoming,1419.06,2014,1600.04,New Mexico,(36 - **30**) L,-19.32,(4 - 8),(2 - 8),Mountain West,Mountain,wyoming,True
105,Wake Forest,1414.25,2014,1635.35,Duke,(41 - **21**) L,-11.63,(3 - 9),(1 - 9),ACC,Atlantic,wakeforest,True
106,Florida Atlantic,1413.19,2014,1528.64,Old Dominion,(**28** - 31) L,-13.41,(3 - 9),(2 - 9),Conference USA,East,fau,True
107,Tulane,1407.08,2014,1610.27,Temple,(**3** - 10) L,-17.13,(3 - 9),(2 - 9),American Athletic,,tulane,True
108,New Mexico,1402.92,2014,1538.45,Wyoming,(**36** - 30) W,19.32,(4 - 8),(2 - 8),Mountain West,Mountain,newmexico,True
109,Troy,1400.99,2014,1533.13,Louisiana,(**23** - 42) L,-18.8,(3 - 9),(3 - 9),Sun Belt,,troy,True
110,Hawai'i,1396.1,2014,1570.93,Fresno State,(28 - **21**) L,-10.85,(4 - 9),(3 - 9),Mountain West,West,,True
111,Kansas,1395.74,2014,1644.71,Kansas State,(51 - **13**) L,-10.52,(3 - 9),(1 - 9),Big 12,,kansas,True
112,Army,1395.36,2014,1541.5,Navy,(**10** - 17) L,-11.74,(4 - 8),(0 - 8),FBS Independents,,army,True
113,Iowa State,1387.6,2014,1638.56,TCU,(55 - **3**) L,-8.49,(2 - 10),(0 - 10),Big 12,,iowastate,True
114,Purdue,1386.03,2014,1621.01,Indiana,(23 - **16**) L,-16.02,(3 - 9),(1 - 9),Big Ten,West,purdue,True
115,South Florida,1375.47,2014,1585.65,UCF,(**0** - 16) L,-11.3,(4 - 8),(3 - 8),American Athletic,,usf,True
116,Kent State,1371.39,2014,1500.89,Akron,(**27** - 24) W,15.46,(2 - 9),(1 - 9),Mid-American,East,,True
117,UMass,1370.48,2014,1484.68,Buffalo,(**21** - 41) L,-23.25,(3 - 9),(3 - 9),Mid-American,East,,True
118,Colorado,1369.9,2014,1586.67,Utah,(**34** - 38) L,-8.28,(2 - 10),(0 - 10),Pac-12,South,colorado,True
119,Tulsa,1344.5,2014,1539.36,East Carolina,(**32** - 49) L,-11.38,(2 - 10),(2 - 10),American Athletic,,tulsa,True
120,UNLV,1333.63,2014,1582.17,Nevada,(**27** - 49) L,-19.01,(2 - 11),(1 - 11),Mountain West,West,unlv,True
121,Connecticut,1333.23,2014,1570.44,SMU,(**20** - 27) L,-24.09,(2 - 10),(1 - 10),American Athletic,,connecticut,True
122,Southern Mississippi,1326.25,2014,1581.56,UAB,(**24** - 45) L,-24.58,(3 - 9),(1 - 9),Conference USA,West,southernmiss,True
123,SMU,1321.66,2014,1545.94,Connecticut,(20 - **27**) W,24.09,(1 - 11),(1 - 11),American Athletic,,smu,True
124,Miami (OH),1307.86,2014,1560.84,Ohio,(**21** - 24) L,-8.88,(2 - 10),(2 - 10),Mid-American,East,,True
125,Eastern Michigan,1286.59,2014,1579.86,Toledo,(**16** - 52) L,-13.96,(2 - 10),(1 - 10),Mid-American,West,easternmichigan,True
126,New Mexico State,1278.38,2014,1531.28,Arkansas State,(68 - **35**) L,-11.16,(2 - 10),(1 - 10),Sun Belt,,newmexicostate,True
127,Idaho,1272.72,2014,1496.98,Appalachian State,(45 - **28**) L,-8.12,(1 - 10),(1 - 10),Sun Belt,,idaho,True
128,Georgia State,1271.99,2014,1578.25,Texas State,(**31** - 54) L,-15.81,(1 - 11),(0 - 11),Sun Belt,,georgiastate,True
