Rank,Team,Record,SoS,SoS Rank,ELO,Change
76,Brigham Young,3-2,50.5,21,1487.72,-19
77,Iowa St,1-3,34.0,5,1486.92,-6
78,East Carolina,2-2,74.2,109,1486.09,11
79,Western Michigan,3-2,62.0,65,1484.98,8
80,Navy,2-2,63.8,77,1484.42,1
81,UNLV,2-2,76.8,113,1483.95,2
82,Coastal Carolina,3-2,62.667,70,1481.31,-19
83,Tulane,2-3,49.333,16,1481.06,21
84,Northwestern,1-3,32.4,4,1480.05,-5
85,Arizona,2-3,71.333,102,1479.93,-10
86,Florida Atlantic,2-3,55.0,33,1478.68,-4
87,Georgia Tech,2-3,63.5,75,1478.18,20
88,Kansas,2-3,74.0,108,1474.55,-16
89,Eastern Michigan,2-3,60.5,58,1472.24,-4
90,Nevada,3-2,81.333,121,1470.47,10
91,Illinois,2-2,56.2,39,1470.41,1
92,Kansas St,2-3,51.333,23,1469.57,-6
93,New Mexico,2-2,78.4,118,1464.01,-17
94,Middle Tennessee St,2-2,55.6,35,1463.77,7
95,Northern Illinois,2-3,63.333,73,1463.53,11
96,Ball St,2-3,66.5,87,1460.64,20
97,Pittsburgh,2-3,55.833,38,1460.14,-7
98,Wyoming,2-3,57.833,47,1459.91,-10
99,Miami OH,1-4,53.667,29,1459.05,-2
100,Louisville,2-3,59.833,56,1458.34,-7
101,Air Force,1-3,68.6,93,1457.67,-6
102,Texas-San Antonio,2-3,73.333,106,1456.67,10
103,Georgia St,2-3,63.333,74,1456.05,20
104,Tennessee,2-3,50.0,19,1453.04,-10
105,Western Kentucky,1-4,65.333,82,1452.36,-6
106,Louisiana-Lafayette,1-3,52.0,25,1447.44,-8
107,SMU,2-3,51.667,24,1444.13,8
108,Tulsa,1-3,55.8,36,1443.66,2
109,North Carolina,1-3,50.8,22,1443.4,-13
110,Texas St-San Marcos,1-3,91.2,129,1433.74,9
111,Massachusetts,2-4,67.571,90,1433.16,-6
112,South Alabama,1-4,44.167,11,1432.85,-9
113,Central Michigan,1-4,57.667,46,1429.82,-2
114,Old Dominion,1-4,71.333,101,1428.66,3
115,Rutgers,1-4,45.833,13,1428.12,-2
116,Louisiana-Monroe,2-3,63.667,76,1427.28,-14
117,Nebraska,0-4,22.8,2,1427.15,-9
118,UNC-Charlotte,2-3,72.667,105,1424.53,-9
119,Arkansas,1-4,58.5,53,1423.36,-1
120,UCLA,0-4,11.2,1,1422.22,-6
121,Idaho,2-2,80.8,120,1421.98,7
122,New Mexico St,1-4,66.333,86,1420.57,5
123,San José St,0-4,43.2,10,1415.99,2
124,Colorado St,1-4,55.333,34,1415.71,5
125,Oregon St,1-4,58.167,50,1413.35,-5
126,Rice,1-4,56.333,42,1407.74,-4
127,Kent St,1-4,65.167,81,1406.24,-6
128,Connecticut,1-4,34.333,6,1405.34,-4
129,Bowling Green,1-4,62.5,68,1395.32,-3
130,UTEP,0-5,89.167,125,1372.71,0
