Rank,Team,Record,SoS,SoS Rank,ELO,Change
103,Texas-San Antonio,3-5,78.778,113,1434.74,-6
104,Navy,2-5,60.125,58,1429.84,-3
105,Colorado St,3-5,66.778,83,1427.73,-5
106,North Carolina,1-5,57.571,47,1427.23,2
107,Ball St,3-5,78.889,114,1426.9,-9
108,Arkansas,2-6,58.111,49,1426.65,12
109,East Carolina,2-5,52.375,27,1425.25,-5
110,Wyoming,2-6,46.667,16,1424.95,-3
111,UNLV,2-5,70.875,95,1424.17,-5
112,Georgia St,2-5,61.625,66,1421.26,-7
113,South Alabama,2-5,59.625,55,1419.06,0
114,Louisville,2-5,57.0,42,1417.25,1
115,Western Kentucky,1-6,78.75,112,1414.08,-4
116,Old Dominion,2-6,75.889,107,1402.32,6
117,Massachusetts,2-6,57.111,43,1401.34,-3
118,Tulsa,1-6,48.125,18,1399.14,-6
119,Texas St-San Marcos,1-6,84.75,124,1394.31,-2
120,Central Michigan,1-7,61.444,65,1392.58,-4
121,New Mexico St,2-6,75.333,104,1387.96,-2
122,Rutgers,1-7,59.556,54,1383.09,1
123,Kent St,1-7,69.667,92,1379.77,2
124,Connecticut,1-6,38.75,3,1379.7,0
125,Oregon St,1-6,60.25,59,1374.26,-4
126,San José St,0-7,52.5,28,1371.03,0
127,Idaho,3-4,98.25,130,1365.63,3
128,UTEP,0-7,79.75,116,1357.67,1
129,Rice,1-7,60.778,62,1357.66,-2
130,Bowling Green,1-7,63.556,72,1352.1,-2
