Rank,Team,Record,SoS,SoS Rank,ELO,Change
75,Northern Illinois,4-3,62.75,69,1491.05,13
76,Ohio U.,3-3,72.0,100,1490.46,-8
77,Louisiana-Lafayette,3-3,70.429,96,1489.25,13
78,Kansas St,3-4,53.25,31,1488.85,17
79,Georgia Tech,3-4,62.625,67,1485.38,-13
80,New Mexico,3-3,86.857,125,1482.54,-4
81,Wake Forest,3-3,55.571,42,1480.43,5
82,Southern Miss,2-3,72.333,101,1478.89,-12
83,Vanderbilt,3-4,49.625,21,1475.4,-4
84,Arkansas St,3-3,58.429,51,1475.33,-12
85,Air Force,2-4,65.143,78,1474.93,-3
86,Middle Tennessee St,3-3,57.429,48,1474.1,-2
87,Arizona,3-4,64.75,74,1472.5,-14
88,Pittsburgh,3-4,48.0,19,1472.4,-1
89,Eastern Michigan,3-4,54.625,36,1471.65,5
90,Tennessee,3-3,51.286,24,1470.49,11
91,Illinois,3-3,62.143,65,1465.69,-13
92,Tulane,2-4,42.286,7,1465.23,0
93,Kansas,2-4,74.429,105,1459.43,3
94,California,3-3,73.714,102,1458.36,-14
95,Coastal Carolina,3-3,64.857,75,1452.56,-10
96,UNC-Charlotte,3-3,74.571,106,1451.57,15
97,Texas-San Antonio,3-4,79.75,116,1451.08,-8
98,Ball St,3-4,77.75,108,1449.12,6
99,Akron,2-3,54.667,37,1447.05,-6
100,Colorado St,3-4,69.625,94,1444.8,7
101,Navy,2-4,66.143,82,1444.02,-3
102,Nevada,3-4,65.625,81,1443.93,-2
103,UCLA,1-5,25.286,1,1442.23,15
104,East Carolina,2-4,62.714,68,1440.32,-7
105,Georgia St,2-4,58.0,50,1440.06,1
106,UNLV,2-4,68.571,89,1437.42,-7
107,Wyoming,2-5,53.75,33,1436.04,-4
108,North Carolina,1-4,61.167,61,1434.69,-3
109,Louisiana-Monroe,3-4,67.75,86,1433.21,13
110,SMU,2-4,45.857,13,1429.61,-1
111,Western Kentucky,1-5,74.429,104,1425.32,-9
112,Tulsa,1-5,43.571,10,1424.9,-2
113,South Alabama,2-5,58.5,52,1419.06,4
114,Massachusetts,2-5,56.25,43,1418.42,-1
115,Louisville,2-5,59.5,57,1417.25,-7
116,Central Michigan,1-6,59.875,58,1411.31,-2
117,Texas St-San Marcos,1-5,82.857,119,1407.68,-1
118,Nebraska,0-6,30.0,2,1407.21,-3
119,New Mexico St,2-5,76.0,107,1402.78,-7
120,Arkansas,1-6,47.375,15,1400.89,0
121,Oregon St,1-5,57.0,47,1398.3,3
122,Old Dominion,1-6,70.5,97,1391.08,-3
123,Rutgers,1-6,54.875,40,1390.48,-2
124,Connecticut,1-5,38.857,5,1387.34,3
125,Kent St,1-6,64.375,72,1384.17,-2
126,San José St,0-6,52.286,27,1376.43,-1
127,Rice,1-6,62.25,66,1370.52,-1
128,Bowling Green,1-6,59.25,55,1369.01,0
129,UTEP,0-6,79.429,114,1366.59,1
130,Idaho,2-4,93.857,129,1358.22,-1
