game_id,did_home_win,conference_game,neutral_site,season,week,away_l3g_avg_points,away_l5g_avg_points,away_l7g_avg_points,home_l3g_avg_points,home_l5g_avg_points,home_l7g_avg_points,home_l3g_avg_spread,home_l5g_avg_spread,home_l7g_avg_spread,away_l3g_avg_spread,away_l5g_avg_spread,away_l7g_avg_spread,home_l3g_opp_avg_points,home_l5g_opp_avg_points,home_l7g_opp_avg_points,away_l3g_opp_avg_points,away_l5g_opp_avg_points,away_l7g_opp_avg_points,home_l3g_opp_avg_spread,home_l5g_opp_avg_spread,home_l7g_opp_avg_spread,away_l3g_opp_avg_spread,away_l5g_opp_avg_spread,away_l7g_opp_avg_spread,season_type_postseason,season_type_regular,away_conference_ACC,away_conference_American Athletic,away_conference_Big 12,away_conference_Big East,away_conference_Big Ten,away_conference_Conference USA,away_conference_FBS Independents,away_conference_FCS,away_conference_Mid-American,away_conference_Mountain West,away_conference_Pac-12,away_conference_SEC,away_conference_Sun Belt,away_conference_Western Athletic,home_conference_ACC,home_conference_American Athletic,home_conference_Big 12,home_conference_Big East,home_conference_Big Ten,home_conference_Conference USA,home_conference_FBS Independents,home_conference_FCS,home_conference_Mid-American,home_conference_Mountain West,home_conference_Pac-12,home_conference_SEC,home_conference_Sun Belt,home_conference_Western Athletic
3076,TRUE,TRUE,FALSE,2014,9,20,20.8,24.71428571,22.66666667,28.2,26.57142857,-3.666666667,1.6,-1.428571429,-5,-2.2,5.142857143,26.33333333,26.6,28,24,22,18.57142857,2.666666667,-2.6,0.428571429,4,1.2,-6.142857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3077,FALSE,TRUE,FALSE,2014,9,17.66666667,13.8,17,20.66666667,22,19.71428571,-11.33333333,-4.8,-9.285714286,-23.66666667,-25.2,-20.57142857,32,26.8,29,40.33333333,38,36.57142857,10.33333333,3.8,8.285714286,22.66666667,24.2,19.57142857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3078,FALSE,TRUE,FALSE,2014,9,10,10.8,14.42857143,39.66666667,36,36,-4,4.6,5.571428571,-25.66666667,-28.6,-20,43.66666667,31.4,30.42857143,34.66666667,38.4,33.42857143,3,-5.6,-6.571428571,24.66666667,27.6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3079,TRUE,TRUE,FALSE,2014,9,24,22.2,24.57142857,43,42.6,45.71428571,27.33333333,26.4,28.57142857,-16,-12.4,-10.57142857,15.66666667,16.2,17.14285714,39,33.6,34.14285714,-28.33333333,-27.4,-29.57142857,15,11.4,9.571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3080,TRUE,TRUE,FALSE,2014,9,18.33333333,22,27,28.66666667,39.4,35,17,24.6,19.14285714,-13.33333333,-13.4,-9.857142857,11.66666667,14.8,15.85714286,30.66666667,34.4,35.85714286,-18,-25.6,-20.14285714,12.33333333,12.4,8.857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3081,FALSE,TRUE,FALSE,2014,9,44,39.2,45.57142857,30.33333333,30,28.42857143,17.66666667,13.8,9.571428571,23.66666667,21,24.85714286,12.66666667,16.2,18.85714286,19.33333333,17.2,19.71428571,-18.66666667,-14.8,-10.57142857,-24.66666667,-22,-25.85714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3082,FALSE,TRUE,FALSE,2014,9,54.66666667,52.6,48.71428571,32.33333333,31.8,41.57142857,14,16.2,23.85714286,36.66666667,38,29.85714286,18.33333333,15.6,17.71428571,17,13.6,17.85714286,-15,-17.2,-24.85714286,-37.66666667,-39,-30.85714286,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3083,TRUE,TRUE,FALSE,2014,9,31,26.8,26.42857143,35,34.8,34.85714286,33,31,25.85714286,1,-3.2,-7.142857143,2,3.8,9,29,29,32.57142857,-34,-32,-26.85714286,-2,2.2,6.142857143,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3084,FALSE,TRUE,FALSE,2014,9,19.66666667,22,25.28571429,29,31.6,34.71428571,1.666666667,7.2,14.28571429,-8,-4.4,-3.285714286,27.33333333,24.4,20.42857143,26.66666667,25.4,27.57142857,-2.666666667,-8.2,-15.28571429,7,3.4,2.285714286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3085,FALSE,TRUE,FALSE,2014,9,10,14.6,17.57142857,31.33333333,31,33,0.666666667,-1.8,0.142857143,-17.66666667,-22,-15.42857143,30.66666667,32.8,32.85714286,26.66666667,35.6,32,-1.666666667,0.8,-1.142857143,16.66666667,21,14.42857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3086,FALSE,TRUE,FALSE,2014,10,24,22,21.57142857,26.33333333,31.8,26.57142857,-8.666666667,5.2,-5.428571429,-9.666666667,-8.8,-13.42857143,35,26.6,32,32.66666667,29.8,34,7.666666667,-6.2,4.428571429,8.666666667,7.8,12.42857143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,TRUE,TRUE,FALSE,2014,10,43.66666667,35.2,31.57142857,40.66666667,34.4,29.85714286,19.66666667,10.8,4.714285714,4.333333333,1.4,1.142857143,21,23.6,25.14285714,38.33333333,32.8,29.42857143,-20.66666667,-11.8,-5.714285714,-5.333333333,-2.4,-2.142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3088,TRUE,TRUE,FALSE,2014,10,25.33333333,23.4,23.85714286,45,45,41.71428571,15.33333333,17.8,16.42857143,-10.66666667,-7.4,-10.42857143,29.66666667,27.2,25.28571429,35,29.8,33.28571429,-16.33333333,-18.8,-17.42857143,9.666666667,6.4,9.428571429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3089,FALSE,TRUE,FALSE,2014,10,30,36,27.57142857,41.66666667,42.6,40.57142857,20.33333333,26,22.71428571,-2.333333333,8.8,-3.571428571,21.33333333,16.6,17.85714286,31.33333333,26.2,30.14285714,-21.33333333,-27,-23.71428571,1.333333333,-9.8,2.571428571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3090,FALSE,FALSE,FALSE,2014,10,39.66666667,33.6,32.28571429,41.66666667,38.2,33.71428571,14,16,14.42857143,11.66666667,5.8,4.142857143,27.66666667,22.2,19.28571429,27,26.8,27.14285714,-15,-17,-15.42857143,-12.66666667,-6.8,-5.142857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3091,TRUE,TRUE,FALSE,2014,10,39.33333333,40,40.85714286,16.33333333,19.2,21.85714286,-26.33333333,-16.8,-20.85714286,11,12.8,16.14285714,42.66666667,36,42.71428571,27.33333333,26.2,23.71428571,25.33333333,15.8,19.85714286,-12,-13.8,-17.14285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3092,TRUE,FALSE,FALSE,2014,10,20,24.8,25.57142857,40.66666667,40.8,38.42857143,10.33333333,16.4,17,-20,-23,-14.71428571,30.33333333,24.4,21.42857143,39,46.8,39.28571429,-11.33333333,-17.4,-18,19,22,13.71428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3093,FALSE,TRUE,FALSE,2014,10,26,19,17.85714286,34.66666667,35.6,31,15.66666667,20.8,13.57142857,-6.333333333,-12,-14.42857143,19,14.8,17.42857143,31.33333333,30,31.28571429,-16.66666667,-21.8,-14.57142857,5.333333333,11,13.42857143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3094,FALSE,TRUE,FALSE,2014,10,22.33333333,32.6,27.14285714,24,19,21.42857143,-20,-23,-14.42857143,-6.333333333,6.2,0.428571429,44,42,35.85714286,27.66666667,25.4,25.71428571,19,22,13.42857143,5.333333333,-7.2,-1.428571429,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3095,FALSE,TRUE,FALSE,2014,10,12.66666667,20.6,19.71428571,32.33333333,31.8,41.57142857,14,16.2,23.85714286,-43.33333333,-18.8,-19,18.33333333,15.6,17.71428571,55,38.4,37.71428571,-15,-17.2,-24.85714286,42.33333333,17.8,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3096,TRUE,TRUE,FALSE,2014,10,9.333333333,11.8,13.85714286,20.33333333,27.8,32.28571429,1.666666667,16,18.42857143,-15.33333333,-15.8,-9.571428571,18.66666667,11.8,13.85714286,23.66666667,26.6,22.42857143,-2.666666667,-17,-19.42857143,14.33333333,14.8,8.571428571,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3097,FALSE,TRUE,FALSE,2014,10,25.33333333,24,20.85714286,21,23.6,20.28571429,2,3.4,-4.428571429,-1.666666667,-4.6,-6.571428571,19,20.2,24.71428571,26,27.6,26.42857143,-3,-4.4,3.428571429,0.666666667,3.6,5.571428571,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,TRUE,TRUE,FALSE,2014,10,34.33333333,23.8,18.28571429,26.66666667,24.8,27.57142857,-10.66666667,-1.4,-0.714285714,-7,-16.6,-27.14285714,37.33333333,26.2,28.28571429,40.33333333,39.4,44.42857143,9.666666667,0.4,-0.285714286,6,15.6,26.14285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3099,FALSE,TRUE,FALSE,2014,10,36.33333333,40.4,41.28571429,33,37.6,32.28571429,6.666666667,14.2,7.142857143,0,11.4,3.285714286,26.33333333,23.4,25.14285714,35.33333333,28,37,-7.666666667,-15.2,-8.142857143,-1,-12.4,-4.285714286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3100,FALSE,TRUE,FALSE,2014,10,24,28.2,24,37.66666667,29.4,31.28571429,12.66666667,2,6.428571429,-19,-9.4,-11.71428571,25,27.4,24.85714286,42,36.6,34.71428571,-13.66666667,-3,-7.428571429,18,8.4,10.71428571,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,TRUE,TRUE,FALSE,2014,10,35.33333333,35.8,33.57142857,24.33333333,30.6,25.28571429,-2,12.4,9.857142857,1.333333333,7.6,2.714285714,26.33333333,18.2,15.42857143,33,27.2,29.85714286,1,-13.4,-10.85714286,-2.333333333,-8.6,-3.714285714,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,FALSE,TRUE,FALSE,2014,10,27.66666667,31.2,27.57142857,25.66666667,26.8,27.57142857,-2,-2,-1.714285714,7.666666667,12,7.571428571,27.66666667,28.8,29.28571429,19,18.2,19,1,1,0.714285714,-8.666666667,-13,-8.571428571,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3103,FALSE,TRUE,FALSE,2014,10,24.33333333,17,15.57142857,23.66666667,27,25.57142857,-9.333333333,-5.4,0.428571429,-8,-18.4,-24.14285714,33,32.4,25.14285714,31.33333333,34.4,38.71428571,8.333333333,4.4,-1.428571429,7,17.4,23.14285714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3104,FALSE,TRUE,FALSE,2014,10,29.33333333,27.6,30.57142857,35,34,34.57142857,19.33333333,15.8,14.57142857,-4.666666667,-13.8,-6.714285714,15.66666667,18.2,20,33,40.4,36.28571429,-20.33333333,-16.8,-15.57142857,3.666666667,12.8,5.714285714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3105,TRUE,TRUE,FALSE,2014,10,29.33333333,26.2,25.14285714,55.33333333,45.8,38.85714286,32.66666667,23.2,16.57142857,12.33333333,8.8,5.428571429,22.66666667,22.6,22.28571429,16,16.4,18.71428571,-33.66666667,-24.2,-17.57142857,-13.33333333,-9.8,-6.428571429,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3106,FALSE,TRUE,FALSE,2014,10,15.66666667,21.6,28.71428571,29.33333333,29.2,35.85714286,0,-3.2,3.571428571,-25.33333333,-17.8,-8.428571429,29.33333333,32.4,32.28571429,40,38.4,36.14285714,-1,2.2,-4.571428571,24.33333333,16.8,7.428571429,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,TRUE,TRUE,FALSE,2014,10,22.66666667,23.6,25.14285714,12.66666667,16.8,18.28571429,-17.66666667,-14.4,-9.285714286,-3.666666667,-2.4,-2.857142857,30.33333333,31.2,27.57142857,25.33333333,25,27,16.66666667,13.4,8.285714286,2.666666667,1.4,1.857142857,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,FALSE,TRUE,TRUE,2014,10,31.66666667,34.4,32.28571429,21.66666667,28.6,33.42857143,15,21.2,20.71428571,0.666666667,7,3.428571429,6.666666667,7.4,12.71428571,30,26.4,27.85714286,-16,-22.2,-21.71428571,-1.666666667,-8,-4.428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3109,TRUE,TRUE,FALSE,2014,10,33,30.4,29.42857143,33,35,35.14285714,24,25.4,22.42857143,1,-1.8,-1.714285714,9,9.6,12.71428571,31,31.2,30.14285714,-25,-26.4,-23.42857143,-2,0.8,0.714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3110,FALSE,FALSE,FALSE,2014,10,40.33333333,34.2,33.28571429,34,33,31,13.66666667,7.4,8.428571429,17.66666667,9.4,8,20.33333333,25.6,22.57142857,21.66666667,23.8,24.28571429,-14.66666667,-8.4,-9.428571429,-18.66666667,-10.4,-9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3111,TRUE,TRUE,FALSE,2014,10,17,22,19,21.66666667,23.2,22.85714286,-6.666666667,-5,-1.142857143,-11.66666667,-6.6,-10.85714286,28.33333333,28.2,24,27.66666667,27.6,28.85714286,5.666666667,4,0.142857143,10.66666667,5.6,9.857142857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3112,TRUE,TRUE,FALSE,2014,10,32,28.8,26.14285714,36,44,41.71428571,21.33333333,19.6,20.57142857,-3.333333333,-10.2,-13.57142857,14.66666667,24.4,21.14285714,34.33333333,38,38.71428571,-22.33333333,-20.6,-21.57142857,2.333333333,9.2,12.57142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3113,FALSE,TRUE,FALSE,2014,10,25.66666667,27,23,20.66666667,25.2,32.71428571,-18.66666667,-6.4,0.285714286,-5,-4.2,-7.571428571,39.33333333,31.6,32.42857143,29.66666667,30.2,29.57142857,17.66666667,5.4,-1.285714286,4,3.2,6.571428571,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3114,TRUE,TRUE,FALSE,2014,10,25,32.6,28,27,33.4,33.85714286,1,10.8,11.57142857,-20,-10.6,-13,26,22.6,22.28571429,44,42.2,40,-2,-11.8,-12.57142857,19,9.6,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3115,FALSE,TRUE,FALSE,2014,10,10,10.8,14.42857143,23.66666667,26.6,30.42857143,-2.333333333,-3.6,-3.857142857,-25.66666667,-28.6,-20,26,30.2,34.28571429,34.66666667,38.4,33.42857143,1.333333333,2.6,2.857142857,24.66666667,27.6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3116,TRUE,TRUE,FALSE,2014,10,6.666666667,16.6,16.14285714,28.66666667,34,35.14285714,8.666666667,19.2,23.57142857,-18.66666667,-5.8,-5,20,14.8,11.57142857,24.33333333,21.4,20.14285714,-9.666666667,-20.2,-24.57142857,17.66666667,4.8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3117,FALSE,TRUE,FALSE,2014,10,33,32.2,31.85714286,17,25.4,19.57142857,-3,0.6,-10.57142857,3.333333333,-3.4,-7.714285714,20,24.8,30.14285714,28.66666667,34.6,38.57142857,2,-1.6,9.571428571,-4.333333333,2.4,6.714285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3118,FALSE,TRUE,FALSE,2014,10,31,26.8,26.42857143,51,46.6,43.71428571,18,17.2,17.71428571,1,-3.2,-7.142857143,33,29.4,26,29,29,32.57142857,-19,-18.2,-18.71428571,-2,2.2,6.142857143,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3119,FALSE,TRUE,FALSE,2014,10,45.33333333,35.8,36.57142857,22.33333333,22.2,26.57142857,0,-1.2,3.714285714,-1,-6.8,2.571428571,22.33333333,23.4,22.85714286,45.33333333,41.6,33,-1,0.2,-4.714285714,0,5.8,-3.571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3120,TRUE,TRUE,FALSE,2014,10,19.33333333,16.4,19.14285714,30.33333333,40.6,39.85714286,22.66666667,32,22.85714286,-14,-18,-18,7.666666667,8.6,17,32.33333333,33.4,36.14285714,-23.66666667,-33,-23.85714286,13,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3121,FALSE,TRUE,FALSE,2014,10,13.66666667,13,15.42857143,12.33333333,22,21,-14,-7,-10.71428571,-12.66666667,-19.8,-23,26.33333333,29,31.71428571,25.33333333,31.8,37.42857143,13,6,9.714285714,11.66666667,18.8,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3122,FALSE,TRUE,FALSE,2014,10,11.66666667,16.2,19.85714286,34,34.4,34,14,18.4,11.71428571,-18.66666667,-9.2,-5,20,16,22.28571429,29.33333333,24.4,23.85714286,-15,-19.4,-12.71428571,17.66666667,8.2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3123,FALSE,TRUE,FALSE,2014,10,33.33333333,33,27.71428571,30.33333333,28.4,29.14285714,-3,-2,-0.857142857,3.666666667,-6.6,-11.71428571,33.33333333,30.4,30,28.66666667,38.6,38.42857143,2,1,-0.142857143,-4.666666667,5.6,10.71428571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3124,FALSE,TRUE,FALSE,2014,10,30.66666667,24.6,23.28571429,29.66666667,29.8,26.14285714,18.66666667,11.8,5.857142857,11.66666667,-3,-2.285714286,11,18,20.28571429,18,26.6,24.57142857,-19.66666667,-12.8,-6.857142857,-12.66666667,2,1.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3125,TRUE,FALSE,FALSE,2014,10,16,16.4,18.85714286,15,21.4,21.57142857,-13.66666667,-12.6,-8.857142857,-16,-15,-12.57142857,28.66666667,34,30.42857143,31,30.4,30.42857143,12.66666667,11.6,7.857142857,15,14,11.57142857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3126,TRUE,TRUE,FALSE,2014,10,14.66666667,10,10,21.66666667,23.4,29.57142857,-5.333333333,-1.6,8.714285714,-20.66666667,-29.6,-26.85714286,27,25,20.85714286,34.33333333,38.6,35.85714286,4.333333333,0.6,-9.714285714,19.66666667,28.6,25.85714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3127,TRUE,TRUE,FALSE,2014,10,23.66666667,22.8,26.57142857,31.66666667,31.4,38.42857143,14.66666667,19.2,28.42857143,-7,-7.6,-5.285714286,17,12.2,10,29.66666667,29.4,30.85714286,-15.66666667,-20.2,-29.42857143,6,6.6,4.285714286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3128,FALSE,TRUE,FALSE,2014,10,30,33,32.85714286,33.33333333,36.6,34.42857143,-0.666666667,13.6,7.142857143,-1.333333333,3.4,4.142857143,34,23,27.28571429,30.33333333,28.6,27.71428571,-0.333333333,-14.6,-8.142857143,0.333333333,-4.4,-5.142857143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3129,FALSE,TRUE,FALSE,2014,10,11,14,16,22,22.6,30.42857143,0.333333333,-1.2,11.57142857,-17.33333333,-16.4,-14.85714286,21.66666667,23.8,18.85714286,27.33333333,29.4,29.85714286,-1.333333333,0.2,-12.57142857,16.33333333,15.4,13.85714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3130,FALSE,FALSE,TRUE,2014,10,23,27.4,27.42857143,37,37.4,38.42857143,14,16.6,18.42857143,-3,6.2,6.571428571,23,20.8,20,25,20.2,19.85714286,-15,-17.6,-19.42857143,2,-7.2,-7.571428571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3131,TRUE,TRUE,FALSE,2014,10,26,25,27.57142857,48.33333333,52.6,47.28571429,38,45.4,35,-1.666666667,-1.4,-8.285714286,10.33333333,7.2,12.28571429,26.66666667,25.4,34.85714286,-39,-46.4,-36,0.666666667,0.4,7.285714286,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3132,TRUE,TRUE,FALSE,2014,10,33,32,33.71428571,30.66666667,31.2,31.71428571,3.333333333,8.6,10.71428571,-4,0.4,1.285714286,27.33333333,22.6,21,36,30.6,31.42857143,-4.333333333,-9.6,-11.71428571,3,-1.4,-2.285714286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3133,TRUE,TRUE,FALSE,2014,10,28.66666667,28,24,19.33333333,23,22,-12.66666667,-10.4,-14.28571429,5,-4.8,-9.428571429,32,33.4,36.28571429,22.66666667,31.8,32.42857143,11.66666667,9.4,13.28571429,-6,3.8,8.428571429,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3134,FALSE,TRUE,FALSE,2014,10,10.33333333,15.8,18.42857143,14,24.6,22.71428571,-20,-7.6,-13.57142857,-14.66666667,-7.4,-3.285714286,34,32.2,36.28571429,24,22.2,20.71428571,19,6.6,12.57142857,13.66666667,6.4,2.285714286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3135,TRUE,TRUE,FALSE,2014,10,23.66666667,25,24.28571429,21.66666667,21,26.85714286,-12.33333333,-8,0.285714286,8,10.4,7,34,29,26.57142857,14.66666667,13.6,16.28571429,11.33333333,7,-1.285714286,-9,-11.4,-8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3136,TRUE,TRUE,FALSE,2014,10,17,24.8,26,34.66666667,26.4,29.71428571,3.333333333,-6.6,-4.714285714,-22.66666667,-14.4,-16.57142857,31.33333333,33,34.42857143,38.66666667,38.2,41.57142857,-4.333333333,5.6,3.714285714,21.66666667,13.4,15.57142857,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3137,FALSE,TRUE,FALSE,2014,10,20,20.8,24.71428571,40.66666667,38.2,35,5.666666667,5.6,7.857142857,-5,-2.2,5.142857143,35,32.6,27.14285714,24,22,18.57142857,-6.666666667,-6.6,-8.857142857,4,1.2,-6.142857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3138,FALSE,TRUE,FALSE,2014,10,16.66666667,22.8,24.71428571,31.33333333,31,33,0.666666667,-1.8,0.142857143,-20.33333333,-13.4,-11.57142857,30.66666667,32.8,32.85714286,36,35.2,35.28571429,-1.666666667,0.8,-1.142857143,19.33333333,12.4,10.57142857,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3139,TRUE,TRUE,FALSE,2014,10,40,30.6,26.57142857,31.66666667,29,27.85714286,0.666666667,2.2,5.714285714,25,7.6,6.714285714,31,26.8,22.14285714,14,22,18.85714286,-1.666666667,-3.2,-6.714285714,-26,-8.6,-7.714285714,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3140,FALSE,TRUE,FALSE,2014,11,4.333333333,6.6,11.14285714,5.666666667,8.8,10.85714286,-24,-22.2,-19.42857143,-45,-46.2,-29.57142857,29.66666667,31,30.28571429,48.33333333,51.8,39.71428571,23,21.2,18.42857143,44,45.2,28.57142857,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3141,FALSE,TRUE,FALSE,2014,11,17,23.2,26.71428571,36,37,34.14285714,12.66666667,10.2,3,-24.33333333,-16.6,-12.28571429,23.33333333,26.8,31.14285714,40.33333333,38.8,38,-13.66666667,-11.2,-4,23.33333333,15.6,11.28571429,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3142,TRUE,TRUE,FALSE,2014,11,28,22.8,27,34,33.6,38.42857143,0.333333333,0.4,8.285714286,11,-3.8,4.428571429,33.66666667,33.2,30.14285714,16,25.6,21.57142857,-1.333333333,-1.4,-9.285714286,-12,2.8,-5.428571429,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
