,game_id,home_team,away_team
5941,5941,Syracuse,Boston College
5942,5942,Wake Forest,Duke
5943,5943,Rice,North Texas
5944,5944,UAB,UTEP
5945,5945,Georgia State,Appalachian State
5946,5946,Charlotte,Florida Atlantic
5947,5947,Marshall,Southern Mississippi
5948,5948,Nevada,UNLV
5949,5949,Middle Tennessee,Old Dominion
5950,5950,Louisiana Monroe,Arkansas State
