,_school,elo,_year,strength_of_schedule,last_played,result,elo_change,season_record,conf_record,conference,division,flair,played
39,Miami,1641.63,2018,1619.53,Wisconsin,(35 - **3**) L,-35.91,(7 - 6),(4 - 6),ACC,Coastal,miami,True
40,Marshall,1632.13,2018,1563.53,South Florida,(20 - **38**) W,28.1,(9 - 4),(6 - 4),Conference USA,East,marshall,True
41,Temple,1629.8,2018,1595.07,Duke,(56 - **27**) L,-35.69,(8 - 5),(7 - 5),American Athletic,East,temple,True
42,Arkansas State,1625.15,2018,1560.9,Nevada,(16 - **13**) L,-14.98,(8 - 5),(5 - 5),Sun Belt,,arkansasstate,True
43,Buffalo,1624.91,2018,1558.42,Troy,(42 - **32**) L,-18.54,(10 - 4),(7 - 4),Mid-American,East,buffalo,True
44,Oregon,1624.54,2018,1583.73,Michigan State,(**7** - 6) W,5.64,(9 - 4),(5 - 4),Pac-12,North,oregon,True
45,Boston College,1623.78,2018,1648.81,Syracuse,(**21** - 42) L,-33.25,(7 - 5),(4 - 5),ACC,Atlantic,bostoncollege,True
46,Virginia,1623.34,2018,1626.5,South Carolina,(**28** - 0) W,33.23,(8 - 5),(4 - 5),ACC,Coastal,virginia,True
47,Oklahoma State,1621.34,2018,1622.02,Missouri,(**38** - 33) W,19.2,(7 - 6),(3 - 6),Big 12,,oklahomastate,True
48,Duke,1620.37,2018,1631.2,Temple,(**56** - 27) W,35.69,(8 - 5),(3 - 5),ACC,Coastal,duke,True
49,North Texas,1617.75,2018,1541.25,Utah State,(**13** - 52) L,-33.72,(9 - 4),(5 - 4),Conference USA,West,northtexas,True
50,Florida International,1615.9,2018,1548.62,Toledo,(32 - **35**) W,15.02,(9 - 4),(6 - 4),Conference USA,East,fiu,True
51,Georgia Southern,1615.89,2018,1565.69,Eastern Michigan,(21 - **23**) W,10.4,(10 - 3),(6 - 3),Sun Belt,,georgiasouthern,True
52,Houston,1613.61,2018,1587.02,Army,(70 - **14**) L,-24.9,(8 - 5),(5 - 5),American Athletic,West,houston,True
53,TCU,1610.1,2018,1605.68,California,(**10** - 7) W,10.24,(7 - 6),(4 - 6),Big 12,,tcu,True
54,Toledo,1609.2,2018,1552.73,Florida International,(**32** - 35) L,-15.02,(7 - 6),(5 - 6),Mid-American,West,toledo,True
55,South Carolina,1608.97,2018,1632.37,Virginia,(28 - **0**) L,-33.23,(7 - 6),(4 - 6),SEC,East,southcarolina,True
56,Pittsburgh,1600.75,2018,1669.61,Stanford,(**13** - 14) L,-6.09,(7 - 7),(6 - 7),ACC,Coastal,pittsburgh,True
57,BYU,1595.55,2018,1609.96,Western Michigan,(**49** - 18) W,29.55,(7 - 6),(0 - 6),FBS Independents,,byu,True
58,Wake Forest,1595.49,2018,1634.06,Memphis,(**37** - 34) W,14.78,(7 - 6),(3 - 6),ACC,Atlantic,wakeforest,True
59,Georgia Tech,1595.45,2018,1631.6,Minnesota,(**10** - 34) L,-40.46,(7 - 6),(5 - 6),ACC,Coastal,georgiatech,True
60,Middle Tennessee,1591.12,2018,1585.48,Appalachian State,(45 - **13**) L,-19.18,(8 - 6),(7 - 6),Conference USA,East,middletennessee,True
61,Michigan State,1589.85,2018,1565.17,Oregon,(7 - **6**) L,-5.64,(7 - 6),(5 - 6),Big Ten,East,michiganstate,True
62,Florida Atlantic,1585.17,2018,1594.77,Charlotte,(**24** - 27) L,-19.21,(5 - 7),(3 - 7),Conference USA,East,fau,True
63,Louisiana Tech,1583.74,2018,1546.64,Hawai'i,(**31** - 14) W,18.69,(8 - 5),(5 - 5),Conference USA,West,louisianatech,True
64,San Diego State,1581.03,2018,1575.58,Ohio,(27 - **0**) L,-23.78,(7 - 6),(4 - 6),Mountain West,West,,True
65,Wyoming,1580.09,2018,1580.52,New Mexico,(3 - **31**) W,25.36,(6 - 6),(4 - 6),Mountain West,Mountain,wyoming,True
66,Tulane,1574.46,2018,1593.19,Louisiana,(24 - **41**) W,30.14,(7 - 6),(5 - 6),American Athletic,West,tulane,True
67,Southern Mississippi,1571.74,2018,1572.35,UTEP,(7 - **39**) W,15.16,(6 - 5),(5 - 5),Conference USA,West,southernmiss,True
68,Arizona State,1567.49,2018,1590.19,Fresno State,(31 - **20**) L,-12.06,(7 - 6),(5 - 6),Pac-12,South,,True
69,Minnesota,1562.67,2018,1555.17,Georgia Tech,(10 - **34**) W,40.46,(7 - 6),(3 - 6),Big Ten,West,minnesota,True
70,Virginia Tech,1562.05,2018,1631.21,Cincinnati,(**31** - 35) L,-13.46,(6 - 7),(4 - 7),ACC,Coastal,virginiatech,True
71,Nevada,1559.45,2018,1572.21,Arkansas State,(**16** - 13) W,14.98,(8 - 5),(5 - 5),Mountain West,West,nevada,True
72,Eastern Michigan,1557.98,2018,1561.58,Georgia Southern,(**21** - 23) L,-10.4,(7 - 6),(5 - 6),Mid-American,West,easternmichigan,True
73,Kansas State,1557.49,2018,1618.07,Iowa State,(42 - **38**) L,-12.01,(5 - 7),(3 - 7),Big 12,,kansasstate,True
74,USC,1553.73,2018,1566.84,Notre Dame,(**17** - 24) L,-10.16,(5 - 7),(4 - 7),Pac-12,South,,True
75,Arizona,1552.91,2018,1600.18,Arizona State,(**40** - 41) L,-6.95,(5 - 7),(4 - 7),Pac-12,South,arizona,True
76,Purdue,1551.69,2018,1583.03,Auburn,(63 - **14**) L,-24.6,(6 - 7),(5 - 7),Big Ten,West,purdue,True
77,Miami (OH),1549.26,2018,1532.25,Ball State,(**42** - 21) W,16.61,(6 - 6),(6 - 6),Mid-American,East,,True
78,Air Force,1548.55,2018,1589.38,Colorado State,(**27** - 19) W,14.34,(5 - 7),(3 - 7),Mountain West,Mountain,airforce,True
79,Liberty,1545.16,2018,1614.17,Norfolk State,(**52** - 17) W,51.98,(6 - 6),(0 - 6),FBS Independents,,liberty,True
80,South Florida,1542.18,2018,1595.89,Marshall,(**20** - 38) L,-28.1,(7 - 6),(3 - 6),American Athletic,East,usf,True
81,Florida State,1538.44,2018,1673.84,Florida,(**14** - 41) L,-24.97,(5 - 7),(3 - 7),ACC,Atlantic,floridastate,True
82,Vanderbilt,1538.27,2018,1618.0,Baylor,(**38** - 45) L,-23.81,(6 - 7),(3 - 7),SEC,East,vanderbilt,True
83,California,1533.78,2018,1597.01,TCU,(10 - **7**) L,-10.24,(7 - 6),(4 - 6),Pac-12,North,california,True
84,Baylor,1533.04,2018,1618.08,Vanderbilt,(38 - **45**) W,23.81,(7 - 6),(4 - 6),Big 12,,baylor,True
85,Northern Illinois,1531.8,2018,1554.2,UAB,(**13** - 37) L,-27.93,(8 - 6),(7 - 6),Mid-American,West,northernillinois,True
86,Western Michigan,1529.73,2018,1532.58,BYU,(49 - **18**) L,-29.55,(7 - 6),(5 - 6),Mid-American,West,westernmichigan,True
87,Louisiana,1519.01,2018,1595.91,Tulane,(**24** - 41) L,-30.14,(7 - 7),(5 - 7),Sun Belt,,louisiana,True
88,Texas Tech,1516.09,2018,1628.0,Baylor,(**24** - 35) L,-29.04,(5 - 7),(3 - 7),Big 12,,texastech,True
89,Ole Miss,1506.37,2018,1610.93,Mississippi State,(**3** - 35) L,-22.29,(5 - 7),(1 - 7),SEC,West,olemiss,True
90,Nebraska,1506.27,2018,1620.32,Iowa,(31 - **28**) L,-7.24,(4 - 8),(3 - 8),Big Ten,West,nebraska,True
91,SMU,1504.9,2018,1603.44,Tulsa,(27 - **24**) L,-15.93,(5 - 7),(4 - 7),American Athletic,West,smu,True
92,Tennessee,1495.71,2018,1634.49,Vanderbilt,(38 - **13**) L,-27.41,(5 - 7),(2 - 7),SEC,East,tennessee,True
93,Louisiana Monroe,1488.77,2018,1574.25,Louisiana,(**28** - 31) L,-12.81,(6 - 6),(4 - 6),Sun Belt,,ulm,True
94,Colorado,1487.78,2018,1594.24,California,(33 - **21**) L,-20.14,(5 - 7),(2 - 7),Pac-12,South,colorado,True
95,Maryland,1478.33,2018,1560.97,Penn State,(38 - **3**) L,-14.79,(5 - 7),(3 - 7),Big Ten,East,maryland,True
96,Indiana,1470.49,2018,1568.46,Purdue,(**21** - 28) L,-18.08,(5 - 7),(2 - 7),Big Ten,East,indiana,True
97,Navy,1453.57,2018,1627.04,Army,(17 - **10**) L,-6.43,(3 - 10),(2 - 10),American Athletic,West,navy,True
98,Western Kentucky,1450.07,2018,1563.7,Louisiana Tech,(15 - **30**) W,37.85,(3 - 9),(2 - 9),Conference USA,East,wku,True
99,Hawai'i,1449.69,2018,1567.29,Louisiana Tech,(31 - **14**) L,-18.69,(8 - 6),(5 - 6),Mountain West,West,,True
100,North Carolina,1446.39,2018,1633.39,NC State,(**28** - 34) L,-10.48,(2 - 9),(1 - 9),ACC,Coastal,northcarolina,True
101,Old Dominion,1442.7,2018,1549.7,Rice,(27 - **13**) L,-34.14,(4 - 8),(2 - 8),Conference USA,East,olddominion,True
102,UMass,1432.04,2018,1577.31,Georgia,(66 - **27**) L,-7.31,(4 - 8),(0 - 8),FBS Independents,,,True
103,UCLA,1429.6,2018,1598.94,Stanford,(**42** - 49) L,-11.91,(3 - 9),(3 - 9),Pac-12,South,ucla,True
104,Colorado State,1425.95,2018,1570.58,Air Force,(27 - **19**) L,-14.34,(3 - 9),(2 - 9),Mountain West,Mountain,,True
105,UNLV,1425.61,2018,1579.67,Nevada,(**34** - 29) W,21.61,(4 - 8),(2 - 8),Mountain West,West,unlv,True
106,Charlotte,1414.0,2018,1579.17,Florida Atlantic,(24 - **27**) W,19.21,(5 - 7),(4 - 7),Conference USA,East,charlotte,True
107,New Mexico,1410.61,2018,1617.2,Wyoming,(**3** - 31) L,-25.36,(3 - 9),(1 - 9),Mountain West,Mountain,newmexico,True
108,Arkansas,1408.28,2018,1651.39,Missouri,(38 - **0**) L,-12.51,(2 - 10),(0 - 10),SEC,West,arkansas,True
109,Louisville,1407.13,2018,1650.21,Kentucky,(**10** - 56) L,-20.55,(2 - 10),(0 - 10),ACC,Atlantic,louisville,True
110,Tulsa,1406.18,2018,1571.58,SMU,(**27** - 24) W,15.93,(3 - 9),(2 - 9),American Athletic,West,tulsa,True
111,Coastal Carolina,1405.9,2018,1500.36,South Alabama,(31 - **28**) L,-13.26,(5 - 7),(2 - 7),Sun Belt,,coastalcarolina,True
112,Akron,1398.68,2018,1552.87,South Carolina,(28 - **3**) L,-13.36,(4 - 8),(2 - 8),Mid-American,East,akron,True
113,South Alabama,1393.98,2018,1591.51,Coastal Carolina,(**31** - 28) W,13.26,(3 - 9),(2 - 9),Sun Belt,,southalabama,True
114,Illinois,1392.47,2018,1594.27,Northwestern,(24 - **16**) L,-8.65,(4 - 8),(2 - 8),Big Ten,West,illinois,True
115,East Carolina,1391.44,2018,1615.14,NC State,(58 - **3**) L,-12.66,(3 - 9),(1 - 9),American Athletic,East,eastcarolina,True
116,New Mexico State,1384.06,2018,1527.19,Liberty,(28 - **21**) L,-14.18,(3 - 9),(0 - 9),FBS Independents,,newmexicostate,True
117,UT San Antonio,1382.96,2018,1526.05,North Texas,(**21** - 24) L,-6.39,(3 - 9),(2 - 9),Conference USA,West,utsa,True
118,Kansas,1377.8,2018,1633.06,Texas,(**17** - 24) L,-8.46,(3 - 9),(1 - 9),Big 12,,kansas,True
119,Texas State,1368.67,2018,1557.48,Arkansas State,(**7** - 33) L,-16.22,(3 - 9),(1 - 9),Sun Belt,,texasstate,True
120,Ball State,1367.68,2018,1567.66,Miami (OH),(42 - **21**) L,-16.61,(4 - 8),(3 - 8),Mid-American,West,,True
121,Georgia State,1365.59,2018,1595.25,Georgia Southern,(**14** - 35) L,-17.31,(2 - 10),(1 - 10),Sun Belt,,georgiastate,True
122,Bowling Green,1364.3,2018,1547.88,Buffalo,(**14** - 44) L,-15.79,(3 - 9),(2 - 9),Mid-American,East,bowlinggreen,True
123,Central Michigan,1347.22,2018,1548.05,Toledo,(51 - **13**) L,-13.01,(1 - 11),(0 - 11),Mid-American,West,centralmichigan,True
124,Kent State,1340.57,2018,1565.66,Eastern Michigan,(**20** - 28) L,-12.41,(2 - 10),(1 - 10),Mid-American,East,,True
125,Oregon State,1331.64,2018,1624.98,Oregon,(**15** - 55) L,-17.32,(2 - 10),(1 - 10),Pac-12,North,oregonstate,True
126,Rice,1314.52,2018,1582.15,Old Dominion,(**27** - 13) W,34.14,(2 - 11),(1 - 11),Conference USA,West,rice,True
127,Rutgers,1314.22,2018,1573.04,Michigan State,(14 - **10**) L,-5.24,(1 - 11),(0 - 11),Big Ten,East,rutgers,True
128,San José State,1313.56,2018,1620.4,Fresno State,(31 - **13**) L,-4.9,(1 - 11),(1 - 11),Mountain West,West,,True
129,Connecticut,1275.18,2018,1599.42,Temple,(**7** - 57) L,-11.22,(1 - 11),(0 - 11),American Athletic,East,connecticut,True
130,UTEP,1270.73,2018,1550.17,Southern Mississippi,(**7** - 39) L,-15.16,(1 - 11),(1 - 11),Conference USA,West,utep,True
