,year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
40,2011,Kansas,Big 12,,12,2,10,0,9,0,9,0,6,2,4,0,5,0,5,0
41,2011,Kansas State,Big 12,,13,10,3,0,9,7,2,0,7,6,1,0,5,4,1,0
42,2011,Kent State,Mid-American,East,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
43,2011,Kentucky,SEC,East,12,5,7,0,8,2,6,0,7,4,3,0,4,0,4,0
44,2011,Louisiana,Sun Belt,,13,9,4,0,8,6,2,0,5,5,0,0,7,3,4,0
45,2011,Louisiana Monroe,Sun Belt,,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
46,2011,Louisiana Tech,Western Athletic,,13,8,5,0,7,6,1,0,5,3,2,0,7,5,2,0
47,2011,Louisville,Big East,,13,7,6,0,7,5,2,0,6,3,3,0,6,4,2,0
48,2011,LSU,SEC,West,14,13,1,0,10,9,1,0,6,6,0,0,5,5,0,0
49,2011,Marshall,Conference USA,East,13,7,6,0,8,5,3,0,5,4,1,0,7,2,5,0
50,2011,Maryland,ACC,Atlantic,12,2,10,0,8,1,7,0,7,2,5,0,4,0,4,0
51,2011,Memphis,Conference USA,East,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
52,2011,Miami,ACC,Coastal,12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
53,2011,Miami (OH),Mid-American,East,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
54,2011,Michigan,Big Ten,Legends,13,11,2,0,8,6,2,0,8,8,0,0,4,2,2,0
55,2011,Michigan State,Big Ten,Legends,14,11,3,0,9,7,2,0,7,7,0,0,5,3,2,0
56,2011,Middle Tennessee,Sun Belt,,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
57,2011,Minnesota,Big Ten,Legends,12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
58,2011,Mississippi State,SEC,West,13,7,6,0,8,2,6,0,6,3,3,0,6,3,3,0
59,2011,Missouri,Big 12,,13,8,5,0,9,5,4,0,6,5,1,0,5,1,4,0
60,2011,Navy,FBS Independents,,12,5,7,0,0,0,0,0,5,2,3,0,6,2,4,0
61,2011,NC State,ACC,Atlantic,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
62,2011,Nebraska,Big Ten,Legends,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
63,2011,Nevada,Western Athletic,,13,7,6,0,7,5,2,0,6,5,1,0,6,2,4,0
64,2011,New Mexico,Mountain West,,12,1,11,0,7,1,6,0,6,1,5,0,6,0,6,0
65,2011,New Mexico State,Western Athletic,,13,4,9,0,7,2,5,0,6,2,4,0,7,2,5,0
66,2011,North Carolina,ACC,Coastal,13,7,6,0,8,3,5,0,7,6,1,0,5,1,4,0
67,2011,Northern Illinois,Mid-American,West,14,11,3,0,9,8,1,0,6,6,0,0,5,3,2,0
68,2011,North Texas,Sun Belt,,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
69,2011,Northwestern,Big Ten,Legends,13,6,7,0,8,3,5,0,6,3,3,0,6,3,3,0
70,2011,Notre Dame,FBS Independents,,13,8,5,0,0,0,0,0,6,4,2,0,5,3,2,0
71,2011,Ohio,Mid-American,East,14,10,4,0,9,6,3,0,6,5,1,0,6,4,2,0
72,2011,Ohio State,Big Ten,Leaders,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
73,2011,Oklahoma,Big 12,,13,10,3,0,9,6,3,0,6,5,1,0,5,3,2,0
74,2011,Oklahoma State,Big 12,,13,12,1,0,9,8,1,0,6,6,0,0,6,5,1,0
75,2011,Ole Miss,SEC,West,12,2,10,0,8,0,8,0,7,1,6,0,5,1,4,0
76,2011,Oregon,Pac-12,North,14,12,2,0,10,9,1,0,8,7,1,0,4,4,0,0
77,2011,Oregon State,Pac-12,North,12,3,9,0,9,3,6,0,6,2,4,0,6,1,5,0
78,2011,Penn State,Big Ten,Leaders,13,9,4,0,8,6,2,0,7,5,2,0,5,4,1,0
79,2011,Pittsburgh,Big East,,13,6,7,0,7,4,3,0,8,5,3,0,4,1,3,0
80,2011,Purdue,Big Ten,Leaders,13,7,6,0,8,4,4,0,7,5,2,0,5,1,4,0
81,2011,Rice,Conference USA,West,12,4,8,0,8,3,5,0,5,4,1,0,7,0,7,0
82,2011,Rutgers,Big East,,13,9,4,0,7,4,3,0,7,6,1,0,4,1,3,0
83,2011,San Diego State,Mountain West,,13,8,5,0,7,4,3,0,7,4,3,0,5,4,1,0
84,2011,San José State,Western Athletic,,12,5,7,0,7,3,4,0,5,3,2,0,7,2,5,0
85,2011,SMU,Conference USA,West,13,8,5,0,8,5,3,0,6,5,1,0,6,2,4,0
86,2011,South Carolina,SEC,East,13,11,2,0,8,6,2,0,7,6,1,0,4,3,1,0
87,2011,Southern Mississippi,Conference USA,East,14,12,2,0,9,7,2,0,6,6,0,0,7,5,2,0
88,2011,South Florida,Big East,,12,5,7,0,7,1,6,0,7,3,4,0,5,2,3,0
89,2011,Stanford,Pac-12,North,13,11,2,0,9,8,1,0,7,6,1,0,5,5,0,0
90,2011,Syracuse,Big East,,12,5,7,0,7,1,6,0,7,4,3,0,5,1,4,0
91,2011,TCU,Mountain West,,13,11,2,0,7,7,0,0,6,5,1,0,5,4,1,0
92,2011,Temple,Mid-American,East,13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
93,2011,Tennessee,SEC,East,12,5,7,0,8,1,7,0,8,5,3,0,4,0,4,0
94,2011,Texas,Big 12,,13,8,5,0,9,4,5,0,6,4,2,0,5,3,2,0
95,2011,Texas A&M,Big 12,,13,7,6,0,9,4,5,0,7,4,3,0,4,2,2,0
96,2011,Texas Tech,Big 12,,12,5,7,0,9,2,7,0,6,2,4,0,5,3,2,0
97,2011,Toledo,Mid-American,West,13,9,4,0,8,7,1,0,6,4,2,0,6,4,2,0
98,2011,Troy,Sun Belt,,12,3,9,0,8,2,6,0,5,3,2,0,7,0,7,0
99,2011,Tulane,Conference USA,West,13,2,11,0,8,1,7,0,6,1,5,0,7,1,6,0
100,2011,Tulsa,Conference USA,West,13,8,5,0,8,7,1,0,6,4,2,0,6,4,2,0
101,2011,UAB,Conference USA,East,12,3,9,0,8,3,5,0,5,2,3,0,7,1,6,0
102,2011,UCF,Conference USA,East,12,5,7,0,8,3,5,0,6,5,1,0,6,0,6,0
103,2011,UCLA,Pac-12,South,14,6,8,0,10,5,5,0,6,5,1,0,7,1,6,0
104,2011,UNLV,Mountain West,,12,2,10,0,7,1,6,0,5,2,3,0,7,0,7,0
105,2011,USC,Pac-12,South,12,10,2,0,9,7,2,0,7,6,1,0,5,4,1,0
106,2011,Utah,Pac-12,South,13,8,5,0,9,4,5,0,6,3,3,0,6,4,2,0
107,2011,Utah State,Western Athletic,,13,7,6,0,7,5,2,0,6,4,2,0,6,3,3,0
108,2011,UTEP,Conference USA,West,12,5,7,0,8,2,6,0,6,3,3,0,6,2,4,0
109,2011,Vanderbilt,SEC,East,13,6,7,0,8,2,6,0,7,5,2,0,5,1,4,0
110,2011,Virginia,ACC,Coastal,13,8,5,0,8,5,3,0,7,4,3,0,5,4,1,0
111,2011,Virginia Tech,ACC,Coastal,14,11,3,0,9,7,2,0,6,5,1,0,6,6,0,0
112,2011,Wake Forest,ACC,Atlantic,13,6,7,0,8,5,3,0,7,4,3,0,5,2,3,0
113,2011,Washington,Pac-12,North,13,7,6,0,9,5,4,0,7,6,1,0,5,1,4,0
114,2011,Washington State,Pac-12,North,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
115,2011,Western Kentucky,Sun Belt,,12,7,5,0,8,7,1,0,6,3,3,0,5,4,1,0
116,2011,Western Michigan,Mid-American,West,13,7,6,0,8,5,3,0,5,5,0,0,7,2,5,0
117,2011,West Virginia,Big East,,13,10,3,0,7,5,2,0,7,5,2,0,5,4,1,0
118,2011,Wisconsin,Big Ten,Leaders,14,11,3,0,9,7,2,0,7,7,0,0,4,2,2,0
119,2011,Wyoming,Mountain West,,13,8,5,0,7,5,2,0,6,4,2,0,6,4,2,0
