Rank,Team,Record,ELO,SoS,SoS Rank,Change,Conference,Is P5
76,Arizona St,(5-4),1505.66,1512,56,N/A,PAC 12 South,True
77,North Carolina,(4-5),1504.64,1557,6,N/A,ACC Coastal,True
78,Louisville,(5-4),1503.36,1561,4,N/A,ACC Atlantic,True
79,South Dakota St,(7-3),1502.65,1397,151,N/A,MVFC,False
80,Central Conn St,(9-1),1502.31,1265,252,N/A,NEC,False
81,Utah St,(5-4),1502.28,1543,17,N/A,MW Mountain,False
82,Furman,(7-3),1502.03,1383,173,N/A,Southern,False
83,Arkansas St,(5-4),1500.68,1510,59,N/A,Sun Belt West,False
84,UCLA,(4-5),1500.28,1533,26,N/A,PAC 12 South,True
85,Fresno St,(4-5),1499.32,1500,68,N/A,MW West,False
86,Northern Iowa,(7-3),1497.53,1414,135,N/A,MVFC,False
87,Yale,(7-1),1495.52,1376,185,N/A,Ivy League,False
88,Nebraska,(4-5),1491.91,1516,52,N/A,Big 10 West,True
89,Austin Peay,(7-3),1490.8,1365,195,N/A,OVC,False
90,Georgia Southern,(5-4),1490.22,1522,45,N/A,Sun Belt East,False
91,Duke,(4-5),1487.82,1519,48,N/A,ACC Coastal,True
92,Purdue,(4-6),1486.31,1527,35,N/A,Big 10 West,True
93,Colorado St,(4-5),1485.55,1442,121,N/A,MW Mountain,False
94,Stanford,(4-5),1485.54,1531,30,N/A,PAC 12 North,True
95,Army,(4-6),1485.1,1442,121,N/A,Independent,False
96,Kennesaw St,(8-2),1484.7,1294,244,N/A,Big South,False
97,Illinois St,(7-3),1484.45,1389,165,N/A,MVFC,False
98,Monmouth NJ,(8-2),1483.28,1360,200,N/A,Big South,False
99,Villanova,(7-3),1481.78,1380,178,N/A,CAA,False
100,South Florida,(4-5),1479.08,1502,66,N/A,AAC East,False
101,North Carolina St,(4-5),1478.65,1503,64,N/A,ACC Atlantic,True
102,Toledo,(6-3),1478.1,1454,114,N/A,MAC West,False
103,Southern Miss,(6-3),1475.81,1444,120,N/A,CUSA West,False
104,Sacramento St,(7-3),1474.71,1383,173,N/A,Big Sky,False
105,San José St,(4-6),1473.61,1472,100,N/A,MW West,False
106,Ohio U.,(4-6),1473.19,1468,104,N/A,MAC East,False
107,Louisiana-Monroe,(4-5),1473.06,1509,60,N/A,Sun Belt West,False
108,SE Louisiana,(6-3),1468.59,1354,205,N/A,Southland,False
109,Montana St,(7-3),1468.42,1320,233,N/A,Big Sky,False
110,Western Kentucky,(6-4),1467.07,1430,127,N/A,CUSA East,False
111,Miami OH,(5-4),1466.22,1516,52,N/A,MAC East,False
112,Nevada,(6-4),1466.13,1492,76,N/A,MW West,False
113,Coastal Carolina,(4-5),1465.7,1482,89,N/A,Sun Belt East,False
114,Kansas,(3-6),1464.73,1525,42,N/A,Big 12,True
115,Ball St,(4-5),1462.73,1469,102,N/A,MAC West,False
116,Southern Illinois,(6-4),1462.61,1400,148,N/A,MVFC,False
117,Wofford,(6-3),1457.59,1381,176,N/A,Southern,False
118,Syracuse,(3-6),1457.26,1528,33,N/A,ACC Atlantic,True
119,Sam Houston St,(6-4),1456.61,1310,236,N/A,Southland,False
120,Florida A&M,(8-1),1455.31,1342,214,N/A,MEAC,False
121,Maryland,(3-7),1454.29,1544,16,N/A,Big 10 East,True
122,Houston,(3-6),1452.83,1523,44,N/A,AAC West,False
123,West Virginia,(3-6),1451.45,1567,3,N/A,Big 12,True
124,Arizona,(4-5),1450.09,1497,73,N/A,PAC 12 South,True
125,Towson,(6-4),1449.85,1429,128,N/A,CAA,False
126,Marshall,(6-3),1446.49,1435,125,N/A,CUSA East,False
127,South Carolina St,(6-3),1444.12,1333,225,N/A,MEAC,False
128,Eastern Michigan,(5-5),1443.24,1480,91,N/A,MAC West,False
129,Albany NY,(6-4),1442.23,1373,187,N/A,CAA,False
130,SE Missouri St,(7-3),1440.57,1386,168,N/A,OVC,False
131,Campbell,(6-3),1439.46,1336,222,N/A,Big South,False
132,Harvard,(4-4),1436.85,1397,151,N/A,Ivy League,False
133,Alabama-Birmingham,(6-3),1433.34,1369,193,N/A,CUSA West,False
134,Colorado,(4-6),1432.0,1528,33,N/A,PAC 12 South,True
135,North Carolina A&T,(6-3),1431.56,1343,212,N/A,MEAC,False
136,The Citadel,(6-4),1428.88,1364,196,N/A,Southern,False
137,Davidson,(7-3),1428.45,1281,249,N/A,Pioneer,False
138,Kent St,(3-6),1424.42,1486,85,N/A,MAC East,False
139,Dayton,(6-3),1424.01,1341,216,N/A,Pioneer,False
140,Alcorn St,(6-3),1422.46,1289,247,N/A,SWAC East,False
141,Tulsa,(3-7),1422.05,1583,1,N/A,AAC West,False
142,Maine,(5-5),1421.13,1412,136,N/A,CAA,False
143,Tennessee-Martin,(6-4),1418.82,1392,160,N/A,OVC,False
144,New Hampshire,(5-4),1416.49,1407,142,N/A,CAA,False
145,Northwestern,(1-8),1414.0,1553,11,N/A,Big 10 West,True
146,Bethune-Cookman,(6-3),1413.17,1299,242,N/A,MEAC,False
147,Richmond,(5-5),1411.74,1399,149,N/A,CAA,False
148,East Carolina,(3-7),1410.94,1485,86,N/A,AAC East,False
149,Nicholls St,(6-4),1410.91,1373,187,N/A,Southland,False
150,Arkansas,(2-8),1407.24,1533,26,N/A,SEC West,True
151,South Dakota,(4-6),1406.39,1393,156,N/A,MVFC,False
152,UC-Davis,(5-5),1403.47,1395,155,N/A,Big Sky,False
153,McNeese St,(6-4),1402.97,1388,166,N/A,Southland,False
154,Northern Illinois,(3-6),1402.71,1477,95,N/A,MAC West,False
155,Grambling St,(5-4),1401.98,1355,204,N/A,SWAC West,False
156,Vanderbilt,(2-7),1401.19,1547,14,N/A,SEC East,True
157,Florida Int'l,(5-5),1399.88,1402,146,N/A,CUSA East,False
158,Abilene Christian,(5-5),1399.79,1343,212,N/A,Southland,False
159,Georgia Tech,(2-7),1398.89,1538,22,N/A,ACC Coastal,True
160,Robert Morris PA,(6-4),1398.36,1309,239,N/A,NEC,False
161,Eastern Washington,(5-5),1398.03,1339,219,N/A,Big Sky,False
162,Rutgers,(2-7),1396.74,1541,20,N/A,Big 10 East,True
163,Chattanooga,(5-5),1395.2,1399,149,N/A,Southern,False
164,Southern U.,(6-4),1394.57,1331,227,N/A,SWAC West,False
165,Central Arkansas,(7-3),1393.72,1411,137,N/A,Southland,False
166,Youngstown St,(5-5),1392.88,1409,139,N/A,MVFC,False
167,Bowling Green,(3-6),1392.19,1457,111,N/A,MAC East,False
168,Stetson,(6-3),1391.97,1242,254,N/A,Pioneer,False
169,Eastern Kentucky,(5-5),1387.98,1341,216,N/A,OVC,False
170,UNLV,(2-7),1386.71,1491,77,N/A,MW West,False
171,Not FBS,(0-0),1385.98,1500,68,N/A,FCS,False
172,UNC-Charlotte,(5-5),1385.95,1431,126,N/A,CUSA East,False
173,Drake,(5-4),1384.78,1273,251,N/A,Pioneer,False
174,LIU Post,(0-0),1384.49,1500,68,N/A,NEC,False
175,Elon,(4-6),1384.27,1436,124,N/A,CAA,False
176,Duquesne,(6-3),1384.15,1311,235,N/A,NEC,False
177,Sacred Heart,(6-4),1382.75,1310,236,N/A,NEC,False
178,Georgetown DC,(5-4),1382.74,1294,244,N/A,Patriot,False
179,Texas St-San Marcos,(3-6),1381.81,1518,50,N/A,Sun Belt West,False
180,North Texas,(4-6),1379.32,1429,128,N/A,CUSA West,False
181,Columbia,(3-5),1373.84,1450,117,N/A,Ivy League,False
182,Middle Tennessee St,(3-6),1373.28,1458,110,N/A,CUSA East,False
183,Stony Brook,(5-5),1372.95,1391,162,N/A,CAA,False
184,Jacksonville St,(6-5),1372.68,1370,192,N/A,OVC,False
185,Pennsylvania,(4-4),1371.92,1380,178,N/A,Ivy League,False
186,Prairie View A&M,(4-5),1371.45,1326,230,N/A,SWAC West,False
187,William & Mary,(4-6),1367.84,1411,137,N/A,CAA,False
188,Tennessee Tech,(6-4),1365.83,1348,210,N/A,OVC,False
189,Samford,(4-6),1365.31,1384,170,N/A,Southern,False
190,New Mexico,(2-7),1363.37,1489,78,N/A,MW Mountain,False
191,Portland St,(5-6),1362.7,1327,229,N/A,Big Sky,False
192,Norfolk St,(4-6),1361.68,1337,221,N/A,MEAC,False
193,Incarnate Word,(5-5),1361.42,1334,224,N/A,Southland,False
194,Connecticut,(2-8),1356.29,1503,64,N/A,AAC East,False
195,Cornell NY,(2-6),1356.05,1380,178,N/A,Ivy League,False
196,Holy Cross,(5-5),1353.09,1381,176,N/A,Patriot,False
197,Idaho,(4-6),1352.9,1396,153,N/A,Big Sky,False
198,Hampton,(5-5),1351.63,1259,253,N/A,Big South,False
199,Alabama St,(5-4),1349.76,1303,241,N/A,SWAC East,False
200,Alabama A&M,(6-4),1344.9,1279,250,N/A,SWAC East,False
201,South Alabama,(1-8),1340.95,1484,87,N/A,Sun Belt West,False
202,Delaware,(4-6),1340.73,1416,134,N/A,CAA,False
203,Texas-San Antonio,(4-5),1334.79,1417,133,N/A,CUSA West,False
204,Murray St,(4-6),1332.05,1363,197,N/A,OVC,False
205,Indiana St,(3-7),1331.49,1406,143,N/A,MVFC,False
206,Mercer,(4-6),1327.31,1384,170,N/A,Southern,False
207,St Francis PA,(4-6),1318.04,1330,228,N/A,NEC,False
208,Arkansas-Pine Bluff,(5-5),1316.63,1287,248,N/A,SWAC West,False
209,Charleston Southern,(4-6),1316.45,1390,163,N/A,Big South,False
210,Northern Arizona,(4-6),1315.78,1377,182,N/A,Big Sky,False
211,Morehead St,(5-5),1314.81,1291,246,N/A,Pioneer,False
212,New Mexico St,(0-9),1313.13,1527,35,N/A,Independent,False
213,VMI,(4-6),1312.88,1357,202,N/A,Southern,False
214,North Carolina Central,(4-6),1312.49,1324,231,N/A,MEAC,False
215,Houston Baptist,(4-6),1307.08,1318,234,N/A,Southland,False
216,Lehigh,(4-5),1297.19,1310,236,N/A,Patriot,False
217,East Tennessee St,(2-8),1294.87,1396,153,N/A,Southern,False
218,North Alabama,(3-7),1293.94,1377,182,N/A,Big South,False
219,Brown,(1-7),1290.91,1393,156,N/A,Ivy League,False
220,Jackson St,(4-6),1284.33,1299,242,N/A,SWAC East,False
221,Rhode Island,(2-8),1281.13,1376,185,N/A,CAA,False
222,Gardner-Webb,(3-7),1280.26,1363,197,N/A,Big South,False
223,Lafayette,(3-7),1278.81,1377,182,N/A,Patriot,False
224,Marist,(3-6),1278.02,1405,145,N/A,Pioneer,False
225,Lamar,(4-6),1273.11,1341,216,N/A,Southland,False
226,Western Carolina,(3-7),1271.57,1357,202,N/A,Southern,False
227,Old Dominion,(1-9),1270.78,1451,116,N/A,CUSA East,False
228,Fordham,(3-7),1269.26,1371,190,N/A,Patriot,False
229,Massachusetts,(1-9),1268.48,1428,130,N/A,Independent,False
230,Cal Poly SLO,(2-7),1268.26,1392,160,N/A,Big Sky,False
231,Northwestern St,(2-8),1268.14,1388,166,N/A,Southland,False
232,Southern Utah,(2-8),1267.48,1393,156,N/A,Big Sky,False
233,Rice,(0-9),1264.81,1499,71,N/A,CUSA West,False
234,Idaho St,(3-7),1263.7,1353,207,N/A,Big Sky,False
235,Missouri St,(1-8),1261.05,1455,112,N/A,MVFC,False
236,Stephen F. Austin,(2-8),1258.94,1378,181,N/A,Southland,False
237,Western Illinois,(1-9),1258.68,1408,140,N/A,MVFC,False
238,Morgan St,(2-8),1256.39,1408,140,N/A,MEAC,False
239,Bucknell,(2-7),1255.77,1384,170,N/A,Patriot,False
240,Akron,(0-10),1246.6,1447,118,N/A,MAC East,False
241,Colgate,(3-8),1245.01,1390,163,N/A,Patriot,False
242,Eastern Illinois,(1-9),1241.37,1393,156,N/A,OVC,False
243,UTEP,(1-8),1240.9,1420,132,N/A,CUSA West,False
244,Northern Colorado,(2-8),1239.82,1402,146,N/A,Big Sky,False
245,Bryant,(2-8),1238.92,1322,232,N/A,NEC,False
246,Tennessee St,(2-8),1233.61,1336,222,N/A,OVC,False
247,Jacksonville FL,(2-8),1233.28,1346,211,N/A,Pioneer,False
248,Wagner,(1-9),1233.01,1361,199,N/A,NEC,False
249,Butler,(2-8),1229.98,1342,214,N/A,Pioneer,False
250,Presbyterian,(1-9),1217.11,1339,219,N/A,Big South,False
251,Delaware St,(2-8),1214.38,1307,240,N/A,MEAC,False
252,Valparaiso,(1-9),1198.07,1354,205,N/A,Pioneer,False
253,Howard,(1-9),1195.55,1385,169,N/A,MEAC,False
254,Texas Southern,(0-10),1157.28,1333,225,N/A,SWAC West,False
255,Missouri Valley,(3-7),1154.68,1100,255,N/A,SWAC East,False
