game_id,attendance,away_conference,away_id,away_line_scores,away_points,away_post_win_prob,away_team,conference_game,excitement_index,home_conference,home_id,home_line_scores,home_points,home_post_win_prob,home_team,id,neutral_site,season,season_type,start_date,start_time_tbd,venue,venue_id,week
312,0,Mid-American,2309,"[7, 7, 0, 7]",21,0.5479907155647452,Kent State,True,,Mid-American,193,"[3, 7, 0, 17]",27,0.45200928443525473,Miami (OH),302750193,False,2010,regular,2010-10-02T13:00:00.000Z,,Yager Stadium,3996.0,5
313,0,Conference USA,2655,"[0, 10, 7, 0]",17,0.13018261223544914,Tulane,False,,Big East,164,"[7, 0, 7, 0]",14,0.8698173877645509,Rutgers,302750164,False,2010,regular,2010-10-02T14:00:00.000Z,,High Point Solutions Stadium,3754.0,5
314,0,Western Athletic,70,"[3, 14, 6, 10]",33,0.8712971549782612,Idaho,False,,Mid-American,2711,"[0, 10, 3, 0]",13,0.12870284502173876,Western Michigan,302752711,False,2010,regular,2010-10-02T14:00:00.000Z,,Waldo Stadium,3980.0,5
315,0,Mountain West,2628,"[3, 3, 14, 7]",27,0.9924915841362503,TCU,True,,Mountain West,36,"[0, 0, 0, 0]",0,0.007508415863749775,Colorado State,302750036,False,2010,regular,2010-10-02T14:00:00.000Z,,Sonny Lubick Field at Hughes Stadium,3761.0,5
316,0,FBS Independents,2426,"[0, 3, 3, 0]",6,0.4583443618892359,Navy,False,,Mountain West,2005,"[7, 0, 0, 7]",14,0.5416556381107641,Air Force,302752005,False,2010,regular,2010-10-02T14:30:00.000Z,,Falcon Stadium,3713.0,5
317,0,Mid-American,2050,"[7, 7, 14, 3]",31,0.3101590714870397,Ball State,True,,Mid-American,2117,"[3, 0, 0, 14]",17,0.6898409285129603,Central Michigan,302752117,False,2010,regular,2010-10-02T15:30:00.000Z,,Kelly/Shorts Stadium,3786.0,5
318,0,Sun Belt,2229,"[0, 10, 0, 7]",17,0.09470429187405427,Florida International,False,,Big East,221,"[0, 13, 3, 28]",44,0.9052957081259457,Pittsburgh,302750221,False,2010,regular,2010-10-02T15:30:00.000Z,,Heinz Field,3752.0,5
319,0,Mid-American,2084,"[0, 14, 14, 0]",28,0.9247625074724074,Buffalo,True,,Mid-American,189,"[6, 7, 0, 13]",26,0.0752374925275926,Bowling Green,302750189,False,2010,regular,2010-10-02T15:30:00.000Z,,Doyt Perry Stadium,3700.0,5
320,0,Conference USA,151,"[7, 7, 3, 0]",17,0.08138823580462295,East Carolina,False,,ACC,153,"[7, 7, 14, 14]",42,0.918611764195377,North Carolina,302750153,False,2010,regular,2010-10-02T15:30:00.000Z,,Kenan Memorial Stadium,3787.0,5
321,0,Pac-10,265,"[0, 14, 14, 0]",28,0.06671648726323676,Washington State,True,,Pac-10,26,"[7, 13, 8, 14]",42,0.9332835127367632,UCLA,302750026,False,2010,regular,2010-10-02T15:30:00.000Z,,Rose Bowl,1056.0,5
322,0,ACC,259,"[0, 7, 14, 20]",41,0.19221485326624677,Virginia Tech,True,,ACC,152,"[14, 3, 10, 3]",30,0.8077851467337532,NC State,302750152,False,2010,regular,2010-10-02T15:30:00.000Z,,Carter-Finley Stadium,3670.0,5
323,0,Big 12,251,"[7, 0, 3, 10]",20,0.5329438916147528,Texas,True,,Big 12,201,"[14, 7, 0, 7]",28,0.46705610838524725,Oklahoma,302750201,True,2010,regular,2010-10-02T15:30:00.000Z,,,,5
324,0,Big Ten,275,"[0, 10, 7, 7]",24,0.11201000324014476,Wisconsin,True,,Big Ten,127,"[3, 17, 7, 7]",34,0.8879899967598552,Michigan State,302750127,False,2010,regular,2010-10-02T15:30:00.000Z,,Spartan Stadium,3936.0,5
325,0,SEC,2633,"[7, 0, 0, 7]",14,0.03451317232138462,Tennessee,True,,SEC,99,"[7, 0, 0, 9]",16,0.9654868276786154,LSU,302750099,False,2010,regular,2010-10-02T15:30:00.000Z,,Tiger Stadium,3958.0,5
326,0,Big Ten,130,"[14, 7, 14, 7]",42,0.47550346534973476,Michigan,True,,Big Ten,84,"[7, 14, 7, 7]",35,0.5244965346502652,Indiana,302750084,False,2010,regular,2010-10-02T15:30:00.000Z,,Memorial Stadium,3830.0,5
327,0,ACC,150,"[3, 6, 0, 7]",16,0.807506632623713,Duke,True,,ACC,120,"[0, 7, 7, 7]",21,0.19249336737628703,Maryland,302750120,False,2010,regular,2010-10-02T18:00:00.000Z,,Maryland Stadium,3665.0,5
328,0,Conference USA,2638,"[14, 10, 7, 7]",38,0.461653404947479,UTEP,False,,Mountain West,167,"[14, 0, 0, 6]",20,0.538346595052521,New Mexico,302750167,False,2010,regular,2010-10-02T18:00:00.000Z,,University Stadium,3971.0,5
329,0,Mid-American,2459,"[6, 23, 14, 7]",50,0.3140045843932233,Northern Illinois,True,,Mid-American,2006,"[7, 0, 7, 0]",14,0.6859954156067767,Akron,302752006,False,2010,regular,2010-10-02T18:00:00.000Z,,Summa Field at InfoCision Stadium,3768.0,5
330,0,Pac-10,9,"[7, 7, 3, 11]",28,0.5250981872377273,Arizona State,True,,Pac-10,204,"[10, 14, 0, 7]",31,0.4749018127622727,Oregon State,302750204,False,2010,regular,2010-10-02T18:30:00.000Z,,Reser Stadium,3893.0,5
331,0,Mountain West,2751,"[7, 10, 3, 0]",20,0.12260727738683608,Wyoming,False,,Mid-American,2649,"[0, 0, 2, 13]",15,0.8773927226131639,Toledo,302752649,False,2010,regular,2010-10-02T19:00:00.000Z,,Glass Bowl,3739.0,5
332,0,Big 12,2641,"[0, 14, 10, 14]",38,0.17027405876822455,Texas Tech,True,,Big 12,66,"[0, 24, 0, 28]",52,0.8297259412317755,Iowa State,302750066,False,2010,regular,2010-10-02T19:00:00.000Z,,Jack Trice Stadium,3772.0,5
333,0,Conference USA,202,"[14, 6, 14, 14]",48,0.6479793631342887,Tulsa,True,,Conference USA,235,"[0, 7, 0, 0]",7,0.3520206368657113,Memphis,302750235,False,2010,regular,2010-10-02T19:00:00.000Z,,Liberty Bowl Memorial Stadium,3805.0,5
334,0,Conference USA,2567,"[7, 7, 14, 14]",42,0.6243304120462594,SMU,True,,Conference USA,242,"[0, 3, 7, 21]",31,0.37566958795374056,Rice,302750242,False,2010,regular,2010-10-02T19:00:00.000Z,,Rice Stadium,3895.0,5
335,0,Sun Belt,2226,"[0, 3, 0, 0]",3,0.04220301320056408,Florida Atlantic,False,,Big East,58,"[14, 0, 10, 7]",31,0.9577969867994359,South Florida,302750058,False,2010,regular,2010-10-02T19:00:00.000Z,,Raymond James Stadium,3886.0,5
336,0,ACC,59,"[3, 3, 0, 18]",24,0.6626659239824473,Georgia Tech,True,,ACC,154,"[3, 7, 7, 3]",20,0.3373340760175527,Wake Forest,302750154,False,2010,regular,2010-10-02T19:00:00.000Z,,BB&T Field,3630.0,5
337,0,SEC,61,"[3, 14, 7, 3]",27,0.27538675591833894,Georgia,False,,Big 12,38,"[7, 7, 15, 0]",29,0.7246132440816611,Colorado,302750038,False,2010,regular,2010-10-02T19:00:00.000Z,,Folsom Field,3726.0,5
338,0,Big East,97,"[10, 21, 0, 3]",34,0.21531825402474325,Louisville,False,,Sun Belt,2032,"[0, 7, 14, 3]",24,0.7846817459752568,Arkansas State,302752032,False,2010,regular,2010-10-02T19:00:00.000Z,,Centennial Bank Stadium,3625.0,5
339,0,Sun Belt,309,"[7, 14, 7, 0]",28,0.614606682910759,Louisiana,True,,Sun Belt,249,"[0, 14, 0, 13]",27,0.385393317089241,North Texas,302750249,False,2010,regular,2010-10-02T19:30:00.000Z,,,,5
340,0,FBS Independents,87,"[21, 3, 7, 0]",31,0.3226577047689282,Notre Dame,False,,ACC,103,"[7, 6, 0, 0]",13,0.6773422952310718,Boston College,302750103,False,2010,regular,2010-10-02T20:00:00.000Z,,Alumni Stadium,3615.0,5
341,0,,302,"[0, 0, 14, 0]",14,0.08188491706789247,UC Davis,False,,Western Athletic,23,"[10, 3, 0, 0]",13,0.9181150829321075,San José State,302750023,False,2010,regular,2010-10-02T20:00:00.000Z,,Spartan Stadium,3935.0,5
342,0,Conference USA,276,"[0, 0, 7, 9]",16,0.08461444779769867,Marshall,True,,Conference USA,2572,"[14, 14, 6, 7]",41,0.9153855522023013,Southern Mississippi,302752572,False,2010,regular,2010-10-02T20:00:00.000Z,,M. M. Roberts Stadium,3815.0,5
343,0,Pac-10,24,"[21, 10, 0, 0]",31,0.08862378062658616,Stanford,True,,Pac-10,2483,"[3, 21, 14, 14]",52,0.9113762193734138,Oregon,302752483,False,2010,regular,2010-10-02T20:00:00.000Z,,Autzen Stadium,3626.0,5
344,0,SEC,57,"[0, 3, 3, 0]",6,0.2351532426183216,Florida,True,,SEC,333,"[3, 21, 7, 0]",31,0.7648467573816784,Alabama,302750333,False,2010,regular,2010-10-02T20:00:00.000Z,,Bryant Denny Stadium,3657.0,5
345,0,Western Athletic,68,"[24, 14, 14, 7]",59,0.9692109843638191,Boise State,True,,Western Athletic,166,"[0, 0, 0, 0]",0,0.030789015636180903,New Mexico State,302750166,False,2010,regular,2010-10-02T20:00:00.000Z,,Aggie Memorial Stadium,3601.0,5
346,0,Pac-10,264,"[3, 17, 3, 9]",32,0.06257163114108466,Washington,True,,Pac-10,30,"[7, 14, 7, 3]",31,0.9374283688589153,USC,302750030,False,2010,regular,2010-10-02T20:00:00.000Z,,Los Angeles Memorial Coliseum,477.0,5
347,0,Big Ten,213,"[0, 3, 0, 0]",3,0.13057387277604648,Penn State,True,,Big Ten,2294,"[10, 7, 0, 7]",24,0.8694261272239535,Iowa,302752294,False,2010,regular,2010-10-02T20:05:00.000Z,,Kinnick Stadium,3793.0,5
348,0,Western Athletic,2440,"[7, 21, 10, 6]",44,0.30002487827295876,Nevada,False,,Mountain West,2439,"[7, 7, 3, 9]",26,0.6999751217270412,UNLV,302752439,False,2010,regular,2010-10-02T22:00:00.000Z,,Sam Boyd Stadium,3914.0,5
349,0,,13,"[3, 14, 0, 0]",17,0.022272322247029686,Cal Poly,False,,Western Athletic,278,"[14, 7, 10, 7]",38,0.9777276777529703,Fresno State,302750278,False,2010,regular,2010-10-02T22:00:00.000Z,,Bulldog Stadium,3660.0,5
350,0,Western Athletic,2348,"[0, 7, 14, 0]",21,0.0031116077494091066,Louisiana Tech,True,,Western Athletic,62,"[10, 14, 10, 7]",41,0.9968883922505909,Hawai'i,302750062,False,2010,regular,2010-10-02T23:30:00.000Z,,Aloha Stadium,3610.0,5
351,0,Sun Belt,2653,"[14, 7, 7, 14]",42,0.9424516010463607,Troy,True,,Sun Belt,2393,"[0, 7, 0, 6]",13,0.05754839895363928,Middle Tennessee,302782393,False,2010,regular,2010-10-05T20:00:00.000Z,,"Johnny Red"""" Floyd Stadium""""",3725.0,6
352,0,Conference USA,5,"[0, 0, 7, 0]",7,0.0844422321501741,UAB,True,,Conference USA,2116,"[7, 14, 7, 14]",42,0.9155577678498259,UCF,302792116,False,2010,regular,2010-10-06T20:00:00.000Z,,Bright House Networks Stadium,3652.0,6
353,0,Big 12,158,"[7, 10, 21, 10]",48,0.770455774507938,Nebraska,True,,Big 12,2306,"[0, 3, 3, 7]",13,0.22954422549206197,Kansas State,302802306,False,2010,regular,2010-10-07T19:30:00.000Z,,Bill Snyder Family Football Stadium,3636.0,6
354,0,Big East,41,"[7, 17, 0, 0]",24,0.012328344710213046,Connecticut,True,,Big East,164,"[14, 3, 0, 10]",27,0.987671655289787,Rutgers,302810164,False,2010,regular,2010-10-08T19:30:00.000Z,,High Point Solutions Stadium,3754.0,6
355,0,Big 12,197,"[10, 7, 24, 13]",54,0.4091504143225919,Oklahoma State,False,,Sun Belt,309,"[0, 21, 7, 0]",28,0.5908495856774081,Louisiana,302810309,False,2010,regular,2010-10-08T21:00:00.000Z,,Cajun Field,3666.0,6
356,0,ACC,103,"[0, 10, 0, 7]",17,0.011813833561526432,Boston College,True,,ACC,152,"[10, 17, 7, 10]",44,0.9881861664384736,NC State,302820152,False,2010,regular,2010-10-09T12:00:00.000Z,,Carter-Finley Stadium,3670.0,6
357,0,Big East,183,"[0, 3, 3, 7]",13,0.7013473816383224,Syracuse,True,,Big East,58,"[0, 3, 6, 0]",9,0.2986526183616775,South Florida,302820058,False,2010,regular,2010-10-09T12:00:00.000Z,,Raymond James Stadium,3886.0,6
358,0,Big Ten,135,"[0, 9, 0, 14]",23,0.026094349499871106,Minnesota,True,,Big Ten,275,"[14, 0, 14, 13]",41,0.9739056505001289,Wisconsin,302820275,False,2010,regular,2010-10-09T12:00:00.000Z,,Camp Randall Stadium,347.0,6
359,0,Big Ten,356,"[0, 20, 10, 3]",33,0.8436199905092943,Illinois,True,,Big Ten,213,"[3, 10, 0, 0]",13,0.15638000949070574,Penn State,302820213,False,2010,regular,2010-10-09T12:00:00.000Z,,Beaver Stadium,3632.0,6
360,0,Big Ten,84,"[0, 0, 3, 7]",10,0.0001417702900456952,Indiana,True,,Big Ten,194,"[14, 17, 7, 0]",38,0.9998582297099543,Ohio State,302820194,False,2010,regular,2010-10-09T12:00:00.000Z,,Ohio Stadium,3861.0,6
361,0,Mid-American,218,"[7, 10, 0, 0]",17,0.13198628741896068,Temple,True,,Mid-American,2459,"[7, 10, 7, 7]",31,0.8680137125810393,Northern Illinois,302822459,False,2010,regular,2010-10-09T12:00:00.000Z,,Brigham Field at Huskie Stadium,3764.0,6
362,0,Mid-American,2711,"[21, 10, 14, 0]",45,0.46709518347626655,Western Michigan,True,,Mid-American,2050,"[0, 6, 3, 7]",16,0.5329048165237334,Ball State,302822050,False,2010,regular,2010-10-09T12:00:00.000Z,,Scheumann Stadium,3919.0,6
363,0,Mid-American,2117,"[7, 0, 0, 14]",21,0.48153959460791995,Central Michigan,False,,ACC,259,"[7, 17, 7, 14]",45,0.51846040539208,Virginia Tech,302820259,False,2010,regular,2010-10-09T12:00:00.000Z,,Lane Stadium,3799.0,6
364,0,Big 12,239,"[14, 14, 3, 7]",38,0.17671411210492338,Baylor,True,,Big 12,2641,"[14, 21, 10, 0]",45,0.8232858878950766,Texas Tech,302822641,True,2010,regular,2010-10-09T12:00:00.000Z,,,,6
365,0,SEC,2633,"[0, 7, 7, 0]",14,0.15483456499897186,Tennessee,True,,SEC,61,"[17, 10, 14, 0]",41,0.8451654350010281,Georgia,302820061,False,2010,regular,2010-10-09T12:21:00.000Z,,Sanford Stadium,3917.0,6
366,0,Conference USA,235,"[0, 0, 0, 0]",0,0.008288441035374738,Memphis,False,,Big East,97,"[7, 28, 14, 7]",56,0.9917115589646253,Louisville,302820097,False,2010,regular,2010-10-09T14:00:00.000Z,,Papa John's Cardinal Stadium,3873.0,6
367,0,Mid-American,189,"[3, 0, 8, 14]",25,,Bowling Green,True,,Mid-American,195,"[14, 14, 14, 7]",49,,Ohio,302820195,False,2010,regular,2010-10-09T14:00:00.000Z,,Peden Stadium,3876.0,6
368,0,Mountain West,36,"[0, 7, 6, 14]",27,0.029607647693682626,Colorado State,True,,Mountain West,2005,"[14, 14, 21, 0]",49,0.9703923523063174,Air Force,302822005,False,2010,regular,2010-10-09T14:00:00.000Z,,Falcon Stadium,3713.0,6
369,0,SEC,333,"[3, 6, 5, 7]",21,0.5236224964486835,Alabama,True,,SEC,2579,"[14, 7, 7, 7]",35,0.4763775035513164,South Carolina,302822579,False,2010,regular,2010-10-09T15:30:00.000Z,,Williams-Brice Stadium,3994.0,6
370,0,ACC,258,"[0, 7, 7, 7]",21,0.13558014691074582,Virginia,True,,ACC,59,"[3, 10, 14, 6]",33,0.8644198530892542,Georgia Tech,302820059,False,2010,regular,2010-10-09T15:30:00.000Z,,Bobby Dodd Stadium at Historic Grant Field,721.0,6
371,0,Pac-10,26,"[0, 0, 7, 0]",7,0.01610650178508033,UCLA,True,,Pac-10,25,"[14, 14, 0, 7]",35,0.9838934982149197,California,302820025,False,2010,regular,2010-10-09T15:30:00.000Z,,California Memorial Stadium,3831.0,6
372,0,Big East,221,"[3, 0, 7, 7]",17,0.356297965786049,Pittsburgh,False,,FBS Independents,87,"[7, 10, 3, 3]",23,0.643702034213951,Notre Dame,302820087,False,2010,regular,2010-10-09T15:30:00.000Z,,Notre Dame Stadium,3855.0,6
373,0,Mountain West,2439,"[0, 0, 3, 7]",10,0.02413629395532868,UNLV,False,,Big East,277,"[21, 14, 7, 7]",49,0.9758637060446713,West Virginia,302820277,False,2010,regular,2010-10-09T15:30:00.000Z,,Mountaineer Field at Milan Puskar Stadium,3842.0,6
374,0,Mid-American,2006,"[7, 3, 7, 0]",17,0.2488973200028063,Akron,True,,Mid-American,2309,"[7, 14, 0, 7]",28,0.7511026799971937,Kent State,302822309,False,2010,regular,2010-10-09T15:30:00.000Z,,Dix Stadium,3696.0,6
375,0,Sun Belt,98,"[0, 7, 7, 7]",21,0.06495744597466768,Western Kentucky,True,,Sun Belt,2229,"[7, 14, 0, 7]",28,0.9350425540253323,Florida International,302822229,False,2010,regular,2010-10-09T15:30:00.000Z,,FIU Stadium,218.0,6
376,0,FBS Independents,349,"[7, 17, 7, 10]",41,0.23566000677488397,Army,False,,Conference USA,2655,"[7, 0, 0, 16]",23,0.764339993225116,Tulane,302822655,False,2010,regular,2010-10-09T15:30:00.000Z,,Mercedes-Benz Superdome,3493.0,6
377,0,Big Ten,127,"[0, 17, 14, 3]",34,0.46132373598708865,Michigan State,True,,Big Ten,130,"[3, 7, 0, 7]",17,0.5386762640129114,Michigan,302820130,False,2010,regular,2010-10-09T15:30:00.000Z,,Michigan Stadium,3558.0,6
378,0,SEC,8,"[14, 7, 3, 0]",24,0.5321141124428488,Arkansas,False,,Big 12,245,"[7, 7, 3, 0]",17,0.46788588755715116,Texas A&M,302820245,True,2010,regular,2010-10-09T15:30:00.000Z,,,,6
379,0,Mountain West,2751,"[0, 0, 0, 0]",0,0.0002240853640517182,Wyoming,True,,Mountain West,2628,"[14, 17, 7, 7]",45,0.9997759146359483,TCU,302822628,False,2010,regular,2010-10-09T15:30:00.000Z,,Amon G. Carter Stadium,3616.0,6
380,0,ACC,228,"[0, 3, 7, 6]",16,0.5989356952434169,Clemson,True,,ACC,153,"[7, 7, 0, 7]",21,0.40106430475658306,North Carolina,302820153,False,2010,regular,2010-10-09T15:30:00.000Z,,Kenan Memorial Stadium,3787.0,6
381,0,Western Athletic,328,"[0, 3, 3, 0]",6,0.07515672292227227,Utah State,True,,Western Athletic,2348,"[7, 10, 0, 7]",24,0.9248432770777277,Louisiana Tech,302822348,False,2010,regular,2010-10-09T16:00:00.000Z,,Joe Aillet Stadium,3776.0,6
382,0,Pac-10,2483,"[15, 14, 7, 7]",43,0.6581469059350071,Oregon,True,,Pac-10,265,"[14, 3, 6, 0]",23,0.3418530940649928,Washington State,302820265,False,2010,regular,2010-10-09T17:00:00.000Z,,Martin Stadium,3820.0,6
383,0,Mountain West,21,"[0, 7, 7, 7]",21,0.5429023505011965,San Diego State,True,,Mountain West,252,"[14, 0, 3, 7]",24,0.45709764949880344,BYU,302820252,False,2010,regular,2010-10-09T18:00:00.000Z,,LaVell Edwards Stadium,3801.0,6
384,0,FBS Independents,2426,"[7, 7, 7, 7]",28,0.18849779017532275,Navy,False,,ACC,154,"[7, 10, 7, 3]",27,0.8115022098246772,Wake Forest,302820154,False,2010,regular,2010-10-09T18:30:00.000Z,,BB&T Field,3630.0,6
385,0,Sun Belt,2032,"[14, 7, 0, 3]",24,,Arkansas State,True,,Sun Belt,249,"[3, 13, 0, 3]",19,,North Texas,302820249,False,2010,regular,2010-10-09T19:00:00.000Z,,,,6
386,0,Sun Belt,2226,"[0, 0, 10, 7]",17,0.041603470859626235,Florida Atlantic,True,,Sun Belt,2433,"[0, 12, 0, 8]",20,0.9583965291403738,Louisiana Monroe,302822433,False,2010,regular,2010-10-09T19:00:00.000Z,,Malone Stadium,3817.0,6
387,0,Mid-American,193,"[0, 3, 0, 0]",3,3.5786861833253525e-05,Miami (OH),False,,Big East,2132,"[28, 17, 0, 0]",45,0.9999642131381667,Cincinnati,302822132,False,2010,regular,2010-10-09T19:00:00.000Z,,Nippert Stadium,3854.0,6
388,0,Mid-American,2199,"[3, 0, 3, 0]",6,0.001559582677065241,Eastern Michigan,False,,SEC,238,"[7, 24, 14, 7]",52,0.9984404173229348,Vanderbilt,302820238,False,2010,regular,2010-10-09T19:00:00.000Z,,Vanderbilt Stadium,3973.0,6
389,0,Mountain West,254,"[10, 31, 17, 10]",68,0.936684406309434,Utah,False,,Big 12,66,"[14, 0, 6, 7]",27,0.06331559369056605,Iowa State,302820066,False,2010,regular,2010-10-09T19:00:00.000Z,,Jack Trice Stadium,3772.0,6
390,0,Big 12,38,"[0, 0, 0, 0]",0,0.18662889665700233,Colorado,True,,Big 12,142,"[5, 14, 0, 7]",26,0.8133711033429977,Missouri,302820142,False,2010,regular,2010-10-09T19:00:00.000Z,,Faurot Field,3838.0,6
391,0,Pac-10,204,"[10, 7, 6, 6]",29,0.07410212127516336,Oregon State,True,,Pac-10,12,"[7, 0, 13, 7]",27,0.9258978787248366,Arizona,302820012,False,2010,regular,2010-10-09T19:00:00.000Z,,Arizona Stadium,3619.0,6
392,0,SEC,99,"[3, 17, 0, 13]",33,0.5367403793937718,LSU,True,,SEC,57,"[0, 14, 0, 15]",29,0.46325962060622816,Florida,302820057,False,2010,regular,2010-10-09T19:30:00.000Z,,Ben Hill Griffin Stadium,3634.0,6
393,0,Big Ten,2509,"[0, 10, 3, 7]",20,0.26173922337247724,Purdue,True,,Big Ten,77,"[7, 3, 7, 0]",17,0.7382607766275228,Northwestern,302820077,False,2010,regular,2010-10-09T19:30:00.000Z,,Ryan Field,3911.0,6
394,0,Conference USA,151,"[0, 17, 21, 6]",44,0.03742624382996673,East Carolina,True,,Conference USA,2572,"[20, 0, 13, 10]",43,0.9625737561700333,Southern Mississippi,302822572,False,2010,regular,2010-10-09T19:30:00.000Z,,M. M. Roberts Stadium,3815.0,6
395,0,SEC,2,"[14, 17, 0, 6]",37,0.45729573188180916,Auburn,True,,SEC,96,"[7, 10, 14, 3]",34,0.5427042681181908,Kentucky,302820096,False,2010,regular,2010-10-09T19:30:00.000Z,,Commonwealth Stadium,3683.0,6
396,0,Mountain West,167,"[7, 7, 0, 0]",14,0.25215036780448974,New Mexico,False,,Western Athletic,166,"[6, 7, 0, 3]",16,0.7478496321955103,New Mexico State,302820166,False,2010,regular,2010-10-09T20:00:00.000Z,,Aggie Memorial Stadium,3601.0,6
397,0,Pac-10,30,"[7, 7, 7, 14]",35,0.09370227274321086,USC,True,,Pac-10,24,"[7, 7, 7, 16]",37,0.9062977272567891,Stanford,302820024,False,2010,regular,2010-10-09T20:00:00.000Z,,Stanford Stadium,3940.0,6
398,0,SEC,344,"[23, 10, 7, 7]",47,0.6440938655634986,Mississippi State,False,,Conference USA,248,"[7, 3, 7, 7]",24,0.35590613443650143,Houston,302820248,False,2010,regular,2010-10-09T20:00:00.000Z,,Robertson Stadium,453.0,6
399,0,Conference USA,202,"[7, 0, 3, 8]",18,0.1200687827032676,Tulsa,True,,Conference USA,2567,"[7, 7, 7, 0]",21,0.8799312172967324,SMU,302822567,False,2010,regular,2010-10-09T20:00:00.000Z,,Gerald J. Ford Stadium,3735.0,6
400,0,Mid-American,2649,"[7, 0, 0, 7]",14,0.01721589620887054,Toledo,False,,Western Athletic,68,"[15, 21, 21, 0]",57,0.9827841037911295,Boise State,302820068,False,2010,regular,2010-10-09T20:00:00.000Z,,Albertsons Stadium,3653.0,6
401,0,ACC,52,"[7, 17, 7, 14]",45,0.2567238206212956,Florida State,True,,ACC,2390,"[0, 7, 10, 0]",17,0.7432761793787044,Miami,302822390,False,2010,regular,2010-10-09T20:00:00.000Z,,Hard Rock Stadium,3948.0,6
402,0,Conference USA,242,"[7, 3, 0, 14]",24,0.02554948978704008,Rice,True,,Conference USA,2638,"[9, 21, 7, 7]",44,0.9744505102129599,UTEP,302822638,False,2010,regular,2010-10-09T21:05:00.000Z,,Sun Bowl Stadium,3946.0,6
403,0,Western Athletic,62,"[7, 7, 21, 14]",49,0.5845027525625164,Hawai'i,True,,Western Athletic,278,"[0, 10, 10, 7]",27,0.4154972474374836,Fresno State,302820278,False,2010,regular,2010-10-09T22:00:00.000Z,,Bulldog Stadium,3660.0,6
404,0,Pac-10,9,"[14, 7, 0, 3]",24,0.48474778189614365,Arizona State,True,,Pac-10,264,"[7, 0, 0, 7]",14,0.5152522181038564,Washington,302820264,False,2010,regular,2010-10-09T22:00:00.000Z,,Husky Stadium,3765.0,6
405,0,Western Athletic,23,"[10, 3, 0, 0]",13,0.06651663726702173,San José State,True,,Western Athletic,2440,"[14, 7, 7, 7]",35,0.9334833627329783,Nevada,302822440,False,2010,regular,2010-10-09T22:30:00.000Z,,Mackay Stadium,3816.0,6
406,0,Conference USA,2116,"[7, 7, 14, 7]",35,0.7537366557827135,UCF,True,,Conference USA,276,"[0, 7, 7, 0]",14,0.24626334421728646,Marshall,302860276,False,2010,regular,2010-10-13T20:00:00.000Z,,Joan C. Edwards Stadium,3775.0,7
407,0,Big East,58,"[0, 3, 3, 0]",6,0.07058126042480428,South Florida,True,,Big East,277,"[10, 7, 3, 0]",20,0.9294187395751957,West Virginia,302870277,False,2010,regular,2010-10-14T19:30:00.000Z,,Mountaineer Field at Milan Puskar Stadium,3842.0,7
408,0,Big 12,2306,"[3, 28, 21, 7]",59,0.5772463096015517,Kansas State,True,,Big 12,2305,"[0, 0, 0, 7]",7,0.4227536903984483,Kansas,302872305,False,2010,regular,2010-10-14T19:30:00.000Z,,Memorial Stadium,3833.0,7
409,0,Big East,2132,"[14, 7, 7, 7]",35,0.24559216157510666,Cincinnati,True,,Big East,97,"[14, 10, 0, 3]",27,0.7544078384248933,Louisville,302880097,False,2010,regular,2010-10-15T20:00:00.000Z,,Papa John's Cardinal Stadium,3873.0,7
410,0,Big Ten,135,"[0, 0, 3, 14]",17,0.25999910852537533,Minnesota,True,,Big Ten,2509,"[7, 7, 7, 7]",28,0.7400008914746247,Purdue,302892509,False,2010,regular,2010-10-16T12:00:00.000Z,,Ross-Ade Stadium,3907.0,7
411,0,Big Ten,356,"[3, 3, 0, 0]",6,0.2124106579237881,Illinois,True,,Big Ten,127,"[0, 3, 13, 10]",26,0.7875893420762119,Michigan State,302890127,False,2010,regular,2010-10-16T12:00:00.000Z,,Spartan Stadium,3936.0,7
412,0,Mid-American,193,"[0, 10, 7, 10]",27,0.452439687301161,Miami (OH),True,,Mid-American,2117,"[0, 7, 7, 6]",20,0.547560312698839,Central Michigan,302892117,False,2010,regular,2010-10-16T12:00:00.000Z,,Kelly/Shorts Stadium,3786.0,7
413,0,Conference USA,2572,"[17, 7, 3, 14]",41,0.9412855338661834,Southern Mississippi,True,,Conference USA,235,"[6, 0, 3, 10]",19,0.058714466133816604,Memphis,302890235,False,2010,regular,2010-10-16T12:00:00.000Z,,Liberty Bowl Memorial Stadium,3805.0,7
414,0,ACC,120,"[0, 7, 0, 0]",7,0.5925932311642108,Maryland,True,,ACC,228,"[3, 14, 7, 7]",31,0.40740676883578913,Clemson,302890228,False,2010,regular,2010-10-16T12:00:00.000Z,,Memorial Stadium,3836.0,7
415,0,Big East,221,"[14, 14, 7, 10]",45,0.6979308373518547,Pittsburgh,True,,Big East,183,"[7, 0, 0, 7]",14,0.3020691626481454,Syracuse,302890183,False,2010,regular,2010-10-16T12:00:00.000Z,,Carrier Dome,1964.0,7
416,0,ACC,152,"[0, 21, 0, 6, 0]",27,0.06567809028943394,NC State,False,,Conference USA,151,"[21, 3, 0, 3, 6]",33,0.9343219097105661,East Carolina,302890151,False,2010,regular,2010-10-16T12:00:00.000Z,,Dowdy-Ficklen Stadium,3699.0,7
