,_id,_school,_mascot,_abbreviation,_alt_name_1,_alt_name_2,_alt_name_3,_conference,_division,_color,_alt_color,_logos,discriminator
17,2117,Central Michigan,Chippewas,CMU,,,,Mid-American,West,#6a0032,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2117.png']",
18,2132,Cincinnati,Bearcats,CIN,,,,Big East,,#000000,#717073,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']",
19,228,Clemson,Tigers,CLEM,,,,ACC,Atlantic,#F66733,#522d80,"['http://a.espncdn.com/i/teamlogos/ncaa/500/228.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/228.png']",
20,38,Colorado,Buffaloes,COLO,,,,Pac-12,South,#d1c57e,#ffd200,"['http://a.espncdn.com/i/teamlogos/ncaa/500/38.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/38.png']",
21,36,Colorado State,Rams,CSU,,,,Mountain West,,#004537,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",
22,41,Connecticut,Huskies,CONN,,,,Big East,,#001d40,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/41.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png']",
23,150,Duke,Blue Devils,DUKE,,,,ACC,Coastal,#001A57,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",
24,151,East Carolina,Pirates,ECU,,,,Conference USA,East,#4b1869,#f0907b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/151.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/151.png']",
25,2199,Eastern Michigan,Eagles,EMU,,,,Mid-American,West,#00331b,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2199.png']",
26,57,Florida,Gators,FLA,,,,SEC,East,#0021A5,#0021a5,"['http://a.espncdn.com/i/teamlogos/ncaa/500/57.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/57.png']",
27,2226,Florida Atlantic,Owls,FAU,,,,Sun Belt,,#004B85,#bb2f4c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2226.png']",
28,2229,Florida International,Golden Panthers,FIU,,,,Sun Belt,,#001538,#c5960c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",
29,52,Florida State,Seminoles,FSU,,,,ACC,Atlantic,#782F40,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/52.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/52.png']",
30,278,Fresno State,Bulldogs,FRES,,,,Mountain West,,#c41230,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/278.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/278.png']",
31,61,Georgia,Bulldogs,UGA,,,,SEC,East,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/61.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png']",
32,59,Georgia Tech,Yellow Jackets,GT,,,,ACC,Coastal,#00223e,#002c56,"['http://a.espncdn.com/i/teamlogos/ncaa/500/59.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/59.png']",
33,62,Hawai'i,Rainbow Warriors,HAW,,,,Mountain West,,#003420,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/62.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/62.png']",
34,248,Houston,Cougars,HOU,,,,Conference USA,West,#C90822,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/248.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/248.png']",
35,70,Idaho,Vandals,IDHO,,,,Western Athletic,,#000000,#8c6e4a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/70.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/70.png']",
36,356,Illinois,Fighting Illini,ILL,,,,Big Ten,Leaders,#f77329,#fa6300,"['http://a.espncdn.com/i/teamlogos/ncaa/500/356.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/356.png']",
37,84,Indiana,Hoosiers,IND,,,,Big Ten,Leaders,#7D110C,#eeedeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/84.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/84.png']",
38,2294,Iowa,Hawkeyes,IOWA,,,,Big Ten,Legends,#000000,#ffe100,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2294.png']",
39,66,Iowa State,Cyclones,ISU,,,,Big 12,,#660015,#830b2c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/66.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/66.png']",
40,2305,Kansas,Jayhawks,KU,,,,Big 12,,#0022B4,#e8000d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2305.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2305.png']",
41,2306,Kansas State,Wildcats,KSU,,,,Big 12,,#633194,#e7d2ad,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']",
42,2309,Kent State,Golden Flashes,KENT,,,,Mid-American,East,#002445,#f0b510,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",
43,96,Kentucky,Wildcats,UK,,,,SEC,East,#005DAA,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",
44,309,Louisiana,Ragin' Cajuns,ULL,,,,Sun Belt,,#ce2842,,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",
45,2433,Louisiana Monroe,Warhawks,ULM,,,,Sun Belt,,#231F20,#b18445,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2433.png']",
46,2348,Louisiana Tech,Bulldogs,LT,,,,Western Athletic,,#002d65,#d3313a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2348.png']",
47,97,Louisville,Cardinals,LOU,,,,Big East,,#ad000a,#cccccc,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']",
48,99,LSU,Tigers,LSU,,,,SEC,West,#22005c,#fdd023,"['http://a.espncdn.com/i/teamlogos/ncaa/500/99.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/99.png']",
49,276,Marshall,Thundering Herd,MRSH,,,,Conference USA,East,#186329,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",
50,120,Maryland,Terrapins,MD,,,,ACC,Atlantic,#D5002B,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/120.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/120.png']",
51,235,Memphis,Tigers,MEM,,,,Conference USA,East,#002447,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/235.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/235.png']",
52,2390,Miami,Hurricanes,MIAMI,,,,ACC,Coastal,#004325,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2390.png']",
53,193,Miami (OH),RedHawks,M-OH,,,,Mid-American,East,#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",
54,130,Michigan,Wolverines,MICH,,,,Big Ten,Legends,#00274c,#ffcb05,"['http://a.espncdn.com/i/teamlogos/ncaa/500/130.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/130.png']",
55,127,Michigan State,Spartans,MSU,,,,Big Ten,Legends,#18453B,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",
56,2393,Middle Tennessee,Blue Raiders,MTSU,,,,Sun Belt,,#0079C2,#c3c5c8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",
57,135,Minnesota,Golden Gophers,MINN,,,,Big Ten,Legends,#7F011B,#7a0019,"['http://a.espncdn.com/i/teamlogos/ncaa/500/135.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/135.png']",
58,344,Mississippi State,Bulldogs,MSST,,,,SEC,West,#762123,#c8c8c8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/344.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/344.png']",
59,142,Missouri,Tigers,MIZ,,,,SEC,East,#000000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/142.png']",
60,2426,Navy,Midshipmen,NAVY,,,,FBS Independents,,#131630,#b6a77c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2426.png']",
61,152,NC State,Wolfpack,NCST,,,,ACC,Atlantic,#EF1216,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/152.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/152.png']",
62,158,Nebraska,Cornhuskers,NEB,,,,Big Ten,Legends,#F20017,#f5f1e7,"['http://a.espncdn.com/i/teamlogos/ncaa/500/158.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/158.png']",
63,2440,Nevada,Wolf Pack,NEV,,,,Mountain West,,#153E5F,#8e9295,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']",
64,167,New Mexico,Lobos,UNM,,,,Mountain West,,#000000,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/167.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/167.png']",
65,166,New Mexico State,Aggies,NMSU,,,,Western Athletic,,#891216,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/166.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/166.png']",
66,153,North Carolina,Tar Heels,UNC,,,,ACC,Coastal,#99bfe5,#13294b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/153.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/153.png']",
67,2459,Northern Illinois,Huskies,NIU,,,,Mid-American,West,#F1122C,#cc0000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2459.png']",
68,249,North Texas,Mean Green,UNT,,,,Sun Belt,,#00853D,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",
69,77,Northwestern,Wildcats,NW,,,,Big Ten,Legends,#372286,#d6cac1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/77.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/77.png']",
70,87,Notre Dame,Fighting Irish,ND,,,,FBS Independents,,#00122b,#ae9142,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']",
71,195,Ohio,Bobcats,OHIO,,,,Mid-American,East,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']",
72,194,Ohio State,Buckeyes,OSU,,,,Big Ten,Leaders,#DE3121,#666666,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",
73,201,Oklahoma,Sooners,OKLA,,,,Big 12,,#7b0000,#cccccc,"['http://a.espncdn.com/i/teamlogos/ncaa/500/201.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png']",
74,197,Oklahoma State,Cowboys,OKST,,,,Big 12,,#FF6500,#ff9900,"['http://a.espncdn.com/i/teamlogos/ncaa/500/197.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png']",
75,145,Ole Miss,Rebels,MISS,,,,SEC,West,#001148,#00205b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/145.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png']",
76,2483,Oregon,Ducks,ORE,,,,Pac-12,North,#044520,#fee123,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",
77,204,Oregon State,Beavers,ORST,,,,Pac-12,North,#c34500,#dea076,"['http://a.espncdn.com/i/teamlogos/ncaa/500/204.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/204.png']",
78,213,Penn State,Nittany Lions,PSU,,,,Big Ten,Leaders,#00265D,#002e5c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",
79,221,Pittsburgh,Panthers,PITT,,,,Big East,,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",
80,2509,Purdue,Boilermakers,PUR,,,,Big Ten,Leaders,#B89D29,#a4a9ad,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2509.png']",
81,242,Rice,Owls,RICE,,,,Conference USA,West,#003D7D,#d1d5d8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/242.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/242.png']",
82,164,Rutgers,Scarlet Knights,RUTG,,,,Big East,,#d21034,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/164.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/164.png']",
83,21,San Diego State,Aztecs,SDSU,,,,Mountain West,,#BF2C37,#a8996e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",
84,23,San José State,Spartans,SJSU,,,,Western Athletic,,#005893,#fdba31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/23.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/23.png']",
85,2567,SMU,Mustangs,SMU,,,,Conference USA,West,#E32F38,#ecdcb9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2567.png']",
86,6,South Alabama,Jaguars,USA,,,,Sun Belt,,#003E7E,,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png']",
87,2579,South Carolina,Gamecocks,SC,,,,SEC,East,#670010,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']",
88,2572,Southern Mississippi,Golden Eagles,USM,,,,Conference USA,East,#FFAA3C,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2572.png']",
89,58,South Florida,Bulls,USF,,,,Big East,,#004A36,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/58.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/58.png']",
90,24,Stanford,Cardinal,STAN,,,,Pac-12,North,#A80532,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/24.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/24.png']",
91,183,Syracuse,Orange,SYR,,,,Big East,,#F37321,#0d1d37,"['http://a.espncdn.com/i/teamlogos/ncaa/500/183.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/183.png']",
92,2628,TCU,Horned Frogs,TCU,,,,Big 12,,#3C377D,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2628.png']",
93,218,Temple,Owls,TEM,,,,Big East,,#A80532,#a7a9ac,"['http://a.espncdn.com/i/teamlogos/ncaa/500/218.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/218.png']",
94,2633,Tennessee,Volunteers,TENN,,,,SEC,East,#EE9627,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2633.png']",
95,251,Texas,Longhorns,TEX,,,,Big 12,,#EE7524,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']",
96,245,Texas A&M,Aggies,TA&M,,,,SEC,West,#5C0025,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/245.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/245.png']",
97,326,Texas State,Bobcats,TXST,,,,Western Athletic,,#4e1719,#b4975a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/326.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/326.png']",
98,2641,Texas Tech,Red Raiders,TTU,,,,Big 12,,#C80025,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']",
99,2649,Toledo,Rockets,TOL,,,,Mid-American,West,#00488F,#ffd51d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']",
100,2653,Troy,Trojans,TROY,,,,Sun Belt,,#AE0210,#88898c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png']",
101,2655,Tulane,Green Wave,TULN,,,,Conference USA,West,#005837,#3baf29,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",
102,202,Tulsa,Golden Hurricane,TLSA,,,,Conference USA,West,#004371,#ee3b33,"['http://a.espncdn.com/i/teamlogos/ncaa/500/202.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/202.png']",
103,5,UAB,Blazers,UAB,,,,Conference USA,East,#003b28,#ffc845,"['http://a.espncdn.com/i/teamlogos/ncaa/500/5.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/5.png']",
104,2116,UCF,Knights,UCF,,,,Conference USA,East,#000000,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2116.png']",
105,26,UCLA,Bruins,UCLA,,,,Pac-12,South,#005C8E,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/26.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/26.png']",
106,113,UMass,Minutemen,UMASS,,,,Mid-American,East,#880007,,"['http://a.espncdn.com/i/teamlogos/ncaa/500/113.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/113.png']",
107,2439,UNLV,Rebels,UNLV,,,,Mountain West,,#000000,#c2c4c6,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",
108,30,USC,Trojans,USC,,,,Pac-12,South,#AE2531,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/30.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/30.png']",
109,254,Utah,Utes,UTAH,,,,Pac-12,South,#890012,#7e8083,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",
110,328,Utah State,Aggies,USU,,,,Western Athletic,,#003263,#949ca1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/328.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/328.png']",
111,2638,UTEP,Miners,UTEP,,,,Conference USA,West,#002843,#ff6f12,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2638.png']",
112,2636,UT San Antonio,Roadrunners,UTSA,,,,Western Athletic,,#002A5C,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2636.png']",
113,238,Vanderbilt,Commodores,VAN,,,,SEC,East,#000000,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/238.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/238.png']",
114,258,Virginia,Cavaliers,UVA,,,,ACC,Coastal,#00204e,#002d62,"['http://a.espncdn.com/i/teamlogos/ncaa/500/258.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/258.png']",
115,259,Virginia Tech,Hokies,VT,,,,ACC,Coastal,#74232D,#c2c1ba,"['http://a.espncdn.com/i/teamlogos/ncaa/500/259.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png']",
116,154,Wake Forest,Demon Deacons,WAKE,,,,ACC,Atlantic,#9E7E38,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/154.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/154.png']",
117,264,Washington,Huskies,WASH,,,,Pac-12,North,#2B2F64,#e8e3d3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/264.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/264.png']",
118,265,Washington State,Cougars,WSU,,,,Pac-12,North,#94022a,#6a747c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/265.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/265.png']",
119,98,Western Kentucky,Hilltoppers,WKU,,,,Sun Belt,,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",
120,2711,Western Michigan,Broncos,WMU,,,,Mid-American,West,#B59966,#bfa979,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2711.png']",
121,277,West Virginia,Mountaineers,WVU,,,,Big 12,,#FFC600,#eaaa00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/277.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/277.png']",
122,275,Wisconsin,Badgers,WIS,,,,Big Ten,Leaders,#A00001,#f7f7f7,"['http://a.espncdn.com/i/teamlogos/ncaa/500/275.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/275.png']",
123,2751,Wyoming,Cowboys,WYO,,,,Mountain West,,#533B22,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",
